OrganizationUUID,ReportingUnitUUID,VariableSpecificCV,BeneficialUseCategory,WaterSourceUUID,MethodUUID,TimeframeStart,TimeframeEnd,DataPublicationDate,DataPublicationDOI,ReportYearCV,Amount,PopulationServed,PowerGeneratedGWh,IrrigatedAcreage,InterbasinTransferToID,InterbasinTransferFromID
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,21504.15922,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,19828.85002,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,18012.97605,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,9688.024615,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,25849.62198,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,22055.58408,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,17632.37735,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,18451.20677,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,17383.87791,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,20616.78576,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,43521.1696,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,40135.21641,,,,,
UTDWRE,UT_16020304,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,43607.71227,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,1699.46687,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,2039.92078,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,2816.2897,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,2226.81406,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,2564.62765,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,1970.73109,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,2123.84621,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,2908.06302,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,2566.13415,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,2065.67135,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,9862.4656,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,11686.6619,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,9074.37173,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,9796.06447,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,8239.42659,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,8783.4067,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,9446.26444,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,13172.7824,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,13591.3753,,,,,
UTDWRE,UT_16020305,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,13925.2438,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,3348.121211,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,4615.73239,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,5867.321643,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,5990.423592,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,5510.481897,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,5226.655999,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,4444.960307,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,7008.513485,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,6241.246019,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,7081.65704,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,12785.78657,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,10700.76278,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,9485.409371,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,9063.30282,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,8609.651741,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,9918.61318,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,11123.55218,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,16687.05654,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,19803.60201,,,,,
UTDWRE,UT_16020306,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,18534.61597,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,6904.909458,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,7544.14546,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,9040.894088,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,9448.316767,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,7866.035405,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,8365.034392,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,7071.04116,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,8952.130889,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,9341.911751,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,8128.334293,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,23737.12801,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,25695.51669,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,21189.71291,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,22724.38352,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,24185.33636,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,24369.6168,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,26916.09263,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,24115.86681,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,30879.62238,,,,,
UTDWRE,UT_16020308,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,28299.241,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,30012.32715,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,32479.80373,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,38819.45175,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,43627.51571,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,34884.20034,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,39255.8672,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,32765.24063,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,41793.59185,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,40351.31809,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,36103.99222,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,33213.18655,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,37824.22117,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,24883.00811,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,27377.42388,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,33362.31975,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,33765.05294,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,40206.14123,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,23984.3633,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,33921.60726,,,,,
UTDWRE,UT_16020309,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,32743.09198,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,0.000225687,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,0.00028138,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,0.000211831,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,0.000195651,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,0.000195642,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,0.000195632,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,0.000195469,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,0.000190284,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,0.000184848,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,0.000109264,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,0.002762704,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,0.003425691,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,0.00405173,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,0.003842934,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,0.003150755,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,0.003177221,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,0.002652602,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,0.004152932,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,0.004109221,,,,,
UTDWRE,UT_16020310,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,0.003284382,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,465.4616143,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,484.5414977,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,517.6483258,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,462.3061746,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,465.8291191,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,473.0764098,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,458.1854332,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,508.0235652,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,496.0918527,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,509.0503085,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,56924.59647,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,65078.43308,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,49367.87368,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,60336.55096,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,61295.15395,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,57312.61949,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,51025.55688,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,53664.65811,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,48417.64546,,,,,
UTDWRE,UT_16030001,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,44917.84956,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,175.1688115,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,182.5280648,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,194.3070954,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,172.2324728,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,173.7038504,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,176.6468989,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,172.2256851,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,189.8945389,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,185.4781935,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_ground,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,189.8962284,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,28037.6802,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,40903.1622,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,40094.7388,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,44238.24479,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,52393.1457,,,,,
UTDWRE,UT_16030002,"Withdrawal, Irrigation",Agriculture,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,36786.38911,,,,,
