OrganizationUUID,ReportingUnitUUID,VariableSpecificCV,BeneficialUseCategory,WaterSourceUUID,MethodUUID,TimeframeStart,TimeframeEnd,DataPublicationDate,DataPublicationDOI,ReportYearCV,Amount,PopulationServed,PowerGeneratedGWh,IrrigatedAcreage,InterbasinTransferToID,InterbasinTransferFromID
UTDWRE,UT_37382,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,262.5,,,,,
UTDWRE,UT_37382,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,190.070299,,,,,
UTDWRE,UT_37382,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,190.070299,,,,,
UTDWRE,UT_37382,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,262.5,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,368.426975,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,424.800325,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,424.800325,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,504.718842,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,424.800325,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,424.800325,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,307.750099,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,307.750099,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,328.52279,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,328.52279,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,307.750099,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,46.7733504,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,113.3,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,113.3,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,33.3814834,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,113.3,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,113.3,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,82.71,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,82.71,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,61.9373095,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,61.9373095,,,,,
UTDWRE,UT_37747,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,82.71,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,1571.7548,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,2160.35481,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,2160.35481,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,2160.35481,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,2160.35481,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,2160.35481,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,1838.06468,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,1838.06468,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,1838.06468,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,1838.06468,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,1838.06468,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,605.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,700.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,700.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,700.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,700.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,700.7,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,420.76,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,420.76,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,420.76,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,420.76,,,,,
UTDWRE,UT_36653,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,420.76,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,0,,,,,
UTDWRE,UT_36654,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,0,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,613.117395,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,562.317394,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,562.317394,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,562.317394,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,562.317394,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,562.317394,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,1355.88174,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,1355.88174,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,1355.88174,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,1355.88174,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,1355.88174,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,1013.3,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,959.8,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,959.8,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,959.8,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,959.8,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,959.8,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,339.1,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,339.1,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,339.1,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,339.1,,,,,
UTDWRE,UT_37043,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,339.1,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,5955.91304,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,4952.25924,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,3154.23978,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,3779.32133,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,6499.29574,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,6425.25689,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,2213.62091,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,2101.67827,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,2101.67827,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,2101.67827,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,3017.88507,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,7980.36957,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,8987.42337,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,10785.4428,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,10160.3613,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,7440.38687,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,7514.42572,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,10775.9574,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,10887.9,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,10887.9,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,10887.9,,,,,
UTDWRE,UT_37408,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,9971.69319,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,58.0000007,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,49.8000006,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,49.8000006,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,49.8000006,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,49.8000006,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,49.8000006,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,6,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,6.4,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,6.4,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,6.4,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,6.4,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,6.4,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,5.5,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,5.5,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2012,9/30/2012,4/24/2019,,2012,5.5,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2013,9/30/2013,4/24/2019,,2013,5.5,,,,,
UTDWRE,UT_37773,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Surface,Withdrawal Volume Estimate,10/1/2014,9/30/2014,4/24/2019,,2014,5.5,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2004,9/30/2004,4/24/2019,,2004,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2005,9/30/2005,4/24/2019,,2005,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2006,9/30/2006,4/24/2019,,2006,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2007,9/30/2007,4/24/2019,,2007,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2008,9/30/2008,4/24/2019,,2008,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2009,9/30/2009,4/24/2019,,2009,330.44491,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2010,9/30/2010,4/24/2019,,2010,0.55622563,,,,,
UTDWRE,UT_38139,"Withdrawal, Public Supply",Municipal/Industrial,Fresh_Groundwater,Withdrawal Volume Estimate,10/1/2011,9/30/2011,4/24/2019,,2011,0.55622563,,,,,
