VariableSpecificID,VariableSpecificUID,VariableSpecificCV,VariableCV,AggregationStatisticCV,AggregationInterval,AggregationIntervalUnitCV,ReportYearStartMonth,ReportYearTypeCV,AmountUnitCV,MaximumAmountUnitCV
4,Allocation All-CODWR,Allocation All,Allocation,Average,1,seconds,11,Irrigation,CFS,AFY
