MethodName,MethodDescription,MethodNEMILink,ApplicableResourceTypeCV,MethodTypeCV,DataCoverageValue,DataQualityValueCV,DataConfidenceValue
DiversionTracking,Methodology used for tracking diversions in the state of Colorado.,,Allocation,Water withdrawals,,,
