SiteNativeID,SiteName,SiteTypeCV,Longitude,Latitude,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,NHDMetadataID
100500,HOOVER DITCH,Ditch,-104.530183,40.402588,,5107,Digitized,0.01,99999
100501,EMPIRE DITCH,Ditch,-104.483983,40.378525,,5107,Digitized,0.01,99999
100503,RIVERSIDE CANAL,Ditch,-104.468875,40.379142,,5107,Digitized,0.01,99999
100507,BIJOU CANAL,Ditch,-104.376699,40.317167,,5107,Digitized,0.01,99999
100509,CORONA RANCH DITCH,Ditch,-104.376757,40.317275,,5107,GPS,0.01,99999
100511,WELDON VALLEY DITCH,Ditch,-104.159623,40.309334,,5107,Digitized,0.01,99999
100513,JACKSON LAKE INLET DITCH,Ditch,-104.250028,40.307046,,5107,Digitized,0.01,99999
100514,FT MORGAN CANAL,Ditch,-104.016705,40.353523,,5107,Digitized,0.01,99999
100515,UPPER PLATTE BEAVER CNL,Ditch,-103.833983,40.274699,,5107,GPS,0.01,99999
100517,DEUEL SNYDER CANAL,Ditch,-103.836038,40.277648,,5107,Digitized,0.01,99999
100518,LOWER PLATTE BEAVER D,Ditch,-103.701223,40.280411,,5107,Digitized,0.01,99999
100519,TREMONT DITCH,Ditch,-103.701688,40.280687,,5107,Digitized,0.01,99999
100520,GILL STEVENS DITCH,Ditch,-103.629965,40.300112,,5107,GPS,0.01,99999
100525,TETSEL DITCH,Ditch,-103.479279,40.379145,,5107,Digitized,0.01,99999
100526,JOHNSON EDWARDS DITCH,Ditch,-103.478322,40.379763,,5107,Digitized,0.01,99999
100527,MIDDLEMIST DITCH 1,Ditch,-103.726708,39.482238,,5107,Digitized,0.01,99999
100530,BEAVER FARMERS CANAL D,Ditch,-103.575993,40.014674,,5107,Digitized,0.01,99999
100531,WYLIE LIGHT FOLLMANN D,Ditch,-103.595753,40.189567,,5107,Digitized,0.01,99999
100532,BEAVER DITCH,Ditch,-103.596022,40.189606,,5107,Digitized,0.01,99999
100534,BEAVER CREEK DITCH,Ditch,-103.572407,40.278794,,5107,Digitized,0.01,99999
100539,MIDDLEMIST DITCH 2,Ditch,-103.731676,39.491681,,5107,Digitized,0.01,99999
100540,HASH KNIFE DITCH,Ditch,-103.667751,39.657759,,5107,Digitized,0.01,99999
100547,SAN ARROYO DITCH,Ditch,-103.862374,40.216762,,5107,Spotted from quarters,0.01,99999
100549,NORTHSIDE EXT DITCH,Ditch,-104.518743,40.498081,,5107,GPS,0.01,99999
100552,WILLIAM BUZICK SEEP D,Ditch,-103.865261,40.277729,,5107,Spotted from quarters,0.01,99999
100555,BRAMKAMP DITCH,Ditch,-104.027564,39.839997,,5107,Digitized,0.01,99999
100556,MOORE DITCH,Ditch,-104.021109,39.93722,,5107,Digitized,0.01,99999
100558,M H DITCH 2,Ditch,-103.97006,39.429799,,5107,GPS,0.01,99999
100562,SUBLETTE PIPELINE HEADGATE,Pipeline,-104.185718,40.303187,,5107,Spotted from quarters,0.01,99999
100563,AGATE DITCH,Ditch,-103.938578,39.456668,,5107,Spotted from quarters,0.01,99999
100565,MAGUIRE DITCH,Ditch,-104.332941,39.271077,,5107,Digitized,0.01,99999
100566,FT MORGAN FARMS RECHARGE PROJECT PUMP STATION,Pump,-103.914078,40.313431,,5107,Spotted from section lines,0.01,99999
100568,BIJOU DITCH,Ditch,-104.246374,39.630518,,5107,Digitized,0.01,99999
100569,GROVES FARMS RECHARGE PUMP & PIPELINE,Pipeline,-104.016125,40.352933,,5107,Digitized,0.01,99999
100570,EAST GULCH DITCH,Ditch,-104.268102,39.505645,,5107,GPS,0.01,99999
100571,ELBERT DITCH,Ditch,-104.537013,39.211604,,5107,Digitized,0.01,99999
100572,OAKS DITCH 1,Ditch,-104.566166,39.231153,,5107,Digitized,0.01,99999
100573,OAKS DITCH 2,Ditch,-104.526479,39.253964,,5107,Digitized,0.01,99999
100574,AUX DITCH 1,Ditch,-104.518876,39.262421,,5107,GPS,0.01,99999
100575,DEITRICH DITCH 2,Ditch,-104.504679,39.287802,,5107,Spotted from quarters,0.01,99999
100576,DEITRICH DITCH 1,Ditch,-104.500782,39.288732,,5107,Digitized,0.01,99999
100577,D C BAILEY DITCH,Ditch,-104.494501,39.296328,,5107,Digitized,0.01,99999
100578,GEORGE WOOD DITCH,Ditch,-104.494434,39.300274,,5107,Digitized,0.01,99999
100579,GLEASON DITCH,Ditch,-104.483134,39.313738,,5107,GPS,0.01,99999
100580,WENDLING DITCH HGT 1,Ditch,-104.468784,39.343276,,5107,Digitized,0.01,99999
100581,FAHRION DITCH,Ditch,-104.473443,39.357958,,5107,Digitized,0.01,99999
100582,MARKI DITCH,Ditch,-104.475871,39.376042,,5107,Digitized,0.01,99999
100584,FRED BACHMAN DITCH 2,Ditch,-104.478535,39.398971,,5107,Digitized,0.01,99999
100585,FRED BACHMAN DITCH 3,Ditch,-104.472901,39.409701,,5107,Digitized,0.01,99999
100586,GIBSON DITCH 2,Ditch,-104.441809,39.595617,,5107,Digitized,0.01,99999
100587,UNITED DIVERSION FACILITY 1,Pipeline,-104.465167,40.381368,,5107,Spotted from quarters,0.01,99999
100591,WAHL EPPLE DITCH,Ditch,-104.257549,40.028846,,5107,Spotted from quarters,0.01,99999
100593,CAROLINE EPPLE DITCH 1,Ditch,-104.233973,40.030656,,5107,Spotted from quarters,0.01,99999
100594,CAROLINE EPPLE DITCH 2,Ditch,-104.238635,40.039638,,5107,Spotted from quarters,0.01,99999
100596,CARNAHAN UNDER FLOW D PP,Ditch,-104.523288,39.291376,,5107,Spotted from quarters,0.01,99999
100597,AUX DITCH 2,Ditch,-104.520098,39.261714,,5107,GPS,0.01,99999
100599,ALEX BRAZELTON DITCH,Ditch,-104.548616,39.202593,,5107,Spotted from quarters,0.01,99999
100601,WIGGINS FARMS WEST PUMP STATION,Pump,-104.04953,40.347912,,5107,Spotted from section lines,0.01,99999
100602,JACKPOT DITCHES,Ditch,-103.871497,40.426764,,5107,Spotted from quarters,0.01,99999
100603,NILE DITCH (LOWER),Ditch,-103.994804,40.120508,,5107,Spotted from quarters,0.01,99999
100606,BOLINGER DITCH,Ditch,-103.709899,40.305587,,5107,Spotted from quarters,0.01,99999
100607,HIGHLINE DITCH 3,Ditch,-104.304103,40.245985,,5107,Spotted from quarters,0.01,99999
100608,LOST CREEK SEEP DITCH,Ditch,-104.278715,40.276948,,5107,Spotted from quarters,0.01,99999
100610,KRUSE MAULDIN DITCH,Ditch,-104.586983,39.326332,,5107,Spotted from section lines,0.01,99999
100612,IRELAND DITCH,Reservoir,-104.596877,40.064716,,5107,Digitized,0.01,99999
100613,IRELAND DITCH 5,Ditch,-104.596918,40.086655,,5107,Spotted from quarters,0.01,99999
100616,BOXELDER FLD WTR D 2,Ditch,-104.488378,40.351824,,5107,Digitized,0.01,99999
100618,BENTON DITCH,Ditch,-104.347718,40.995253,,5107,GPS,0.01,99999
100620,CONSOLIDATED LARSON D,Ditch,-104.264878,40.942327,,5107,Digitized,0.01,99999
100621,LARSEN SPRING 1,Spring,-104.525399,39.239525,,5107,Digitized,0.01,99999
100622,LARSEN SPRING 2,Spring,-104.525903,39.236492,,5107,GPS,0.01,99999
100623,LARSEN SPRING 3,Spring,-104.523909,39.233123,,5107,GPS,0.01,99999
100625,WATKINS NOYES PLINE D 1,Ditch,-104.336803,40.627412,,5107,GPS,0.01,99999
100626,WADLIN DITCH 2,Ditch,-104.458151,40.483957,,5107,GPS,0.01,99999
100627,CROW CR FARM IRR SYS D,Ditch,-104.506747,40.47949,,5107,GPS,0.01,99999
100636,WIGGINS FARMS PUMP STATION 2,Pump,-104.044663,40.348086,,5107,Spotted from section lines,0.01,99999
100638,GINGRICH DITCH,Ditch,-104.549411,40.989775,,5107,GPS,0.01,99999
100639,FISHER DITCH,Ditch,-104.52259,40.986532,,5107,GPS,0.01,99999
100640,PORTER CREEK DITCH,Ditch,-104.405339,40.968315,,5107,Digitized,0.01,99999
100641,GROVER DITCH,Ditch,-104.314406,40.965189,,5107,GPS,0.01,99999
100642,PETERS DITCH,Ditch,-104.29161,40.865302,,5107,Digitized,0.01,99999
100643,LITTLE CROW DITCH,Ditch,-104.369535,40.871464,,5107,GPS,0.01,99999
100644,MANTEY DITCH 1,Ditch,-104.9195,40.97228,,5107,GPS,0.01,99999
100645,MANTEY DITCH 2,Ditch,-104.923737,40.966923,,5107,Digitized,0.01,99999
100646,MCMURRAY DITCH,Ditch,-104.915534,40.923065,,5107,GPS,0.01,99999
100649,CARR RES PP,Ditch,-104.868794,40.900281,,5107,Spotted from quarters,0.01,99999
100650,LONE TREE POULTRY RIGHT,Ditch,-104.861433,40.896077,,5107,GPS,0.01,99999
100654,A J EATON DITCH 2,Ditch,-104.69028,40.632676,,5107,Digitized,0.01,99999
100655,A J EATON DITCH 1,Ditch,-104.69028,40.632676,,5107,Digitized,0.01,99999
100656,OLIVER SUPPLY DITCH,Ditch,-104.661793,40.597009,,5107,Spotted from quarters,0.01,99999
100657,OLIVER DITCH,Ditch,-104.663004,40.573078,,5107,Digitized,0.01,99999
100659,WARD DITCH,Ditch,-104.650111,40.544211,,5107,GPS,0.01,99999
100662,WIGGINS FARMS PUMP STATION 3,Pump,-104.186516,40.303504,,5107,Spotted from section lines,0.01,99999
100665,H N BICKLING DITCH,Ditch,-104.657849,40.494348,,5107,Spotted from quarters,0.01,99999
100666,CALVERT'S MEADOW DIVERSION,Ditch,-104.206414,40.13201,,5107,Digitized,0.01,99999
100671,LONE TREE FEED OGILVY D,Ditch,-104.587711,40.436069,,5107,Digitized,0.01,99999
100672,OLIVER SAND CREEK DITCH,Ditch,-104.663712,40.566475,,5107,Spotted from section lines,0.01,99999
100674,OWL CREEK DITCH,Ditch,-104.749324,40.865257,,5107,Spotted from section lines,0.01,99999
100675,CENTRAL LATERAL,Ditch,-104.655809,40.690793,,5107,Spotted from quarters,0.01,99999
100676,HAYNES SPRING VALLEY DIVERSION,Ditch,-104.571946,39.482763,,5107,Spotted from section lines,0.01,99999
100677,SLAYTON SUB DR FLD WTR,Ditch,-104.712109,40.858002,,5107,GPS,0.01,99999
100684,WILCOX COLLECTION DITCH,Ditch,-104.112233,40.345077,,5107,Spotted from section lines,0.01,99999
100685,HERFORD IRR SYS RES,Other,-104.367089,40.997478,,5107,GPS,0.01,99999
100687,NORTH STERLING CANAL,Ditch,-103.540756,40.352461,,5107,Digitized,0.01,99999
100688,UNION DITCH,Ditch,-103.540756,40.352461,,5107,Digitized,0.01,99999
100692,LITCH SEEP DITCH,Ditch,-103.738899,40.326484,,5107,Digitized,0.01,99999
100693,MYLANDER SPRINGS DITCH,Ditch,-104.055993,40.382075,,5107,Digitized,0.01,99999
100695,D T LIVESTOCK CO SEEP 1,Other,-103.964612,40.327918,,5107,Digitized,0.01,99999
100696,D T LIVESTOCK CO SEEP 2,Other,-104.003694,40.348726,,5107,Digitized,0.01,99999
100697,SMYLIE DRAIN DITCH,Ditch,-104.274601,40.307784,,5107,Spotted from quarters,0.01,99999
100698,RIVERSIDE EMBANKMENT DR,Ditch,-104.210554,40.339326,,5107,Spotted from quarters,0.01,99999
100701,WOODWARD RES D SYS,Reservoir,-104.497517,40.050677,,5107,Digitized,0.01,99999
100702,WADLIN DITCH 2 ALT PT,Pump,-104.506058,40.462478,,5107,GPS,0.01,99999
100704,EHRLICH LONE TREE DIVR,Ditch,-104.598378,40.44862,,5107,Spotted from quarters,0.01,99999
100706,IRELAND DITCH ALT PT,Ditch,-104.5969,40.064753,,5107,Digitized,0.01,99999
100709,GOLD CREEK PL,Pipeline,-104.618134,39.356342,,5107,Digitized,0.01,99999
100710,RIVERSIDE DITCH,Ditch,-104.468461,40.37941,,5107,GPS,0.01,99999
100714,FIRESTACK DITCH,Ditch,-104.147325,40.283136,,5107,Digitized,0.01,99999
100715,ZIMBLELMAN DIVR PT 1,Ditch,-104.413852,40.123903,,5107,Digitized,0.01,99999
100716,ZIMBLELMAN DIVR PT 2,Ditch,-104.395614,40.123858,,5107,Digitized,0.01,99999
100717,ZIMBLELMAN DIVR PT 3,Ditch,-104.433057,40.133242,,5107,Digitized,0.01,99999
100718,B BEAVER R OUTLET D 1 2,Ditch,-103.572493,39.89949,,5107,Spotted from quarters,0.01,99999
100720,BENNETT WW EFFLUENT PUMP,Pump,-104.429661,39.76991,,5107,Spotted from quarters,0.01,99999
100721,ZIMBLELMAN DITCH,Ditch,-104.423498,40.131235,,5107,Digitized,0.01,99999
100722,KEENE DIVR PT 1,Ditch,-104.394266,40.088025,,5107,Digitized,0.01,99999
100723,BIJOU VALLEY D SYS R D,Reservoir,-104.04216,40.048176,,5107,Spotted from quarters,0.01,99999
100724,BIJOU VALLEY D SYS D,Ditch,-104.073782,39.97682,,5107,Spotted from quarters,0.01,99999
100726,BREWERS LAKE 2 DITCH,Reservoir,-104.487365,40.52264,,5107,GPS,0.01,99999
100727,BUNKER-MUNGER PUMP PLANT,Other,-104.824575,40.831455,,5107,GPS,0.01,99999
100728,C A MELBORN DITCH 1,Ditch,-104.588307,39.160789,,5107,Digitized,0.01,99999
100729,C A MELBORN DITCH 2,Ditch,-104.589415,39.160062,,5107,Digitized,0.01,99999
100730,HERFORD IRR SYS DITCH,Ditch,-104.368037,40.991502,,5107,GPS,0.01,99999
100731,CANTON SLOUGH,Other,-104.357871,40.316004,,5107,Digitized,0.01,99999
100732,CAUGHLAN PUMPING PLANT,Other,-103.676567,40.32024,,5107,Digitized,0.01,99999
100733,THORNTON PUMP STATION 3,Pump,-104.598322,40.421745,,5107,Spotted from quarters,0.01,99999
100734,CH RUSSEL SEEPAGE DITCH,Ditch,-104.521449,40.500419,,5107,Digitized,0.01,99999
100738,D T DITCH 2,Ditch,-104.000999,40.072828,,5107,Digitized,0.01,99999
100740,DAVISSON SUMP PUMP 1,Seep,-104.56325,40.319076,,5107,Spotted from section lines,0.01,99999
100741,DAY DITCH EAST DIVR PT,Ditch,-104.263063,40.311724,,5107,Digitized,0.01,99999
100742,DAY DITCH MIDDLE DIVR PT,Ditch,-104.25695,40.311171,,5107,Digitized,0.01,99999
100743,DAY DITCH WEST DIVR PT,Ditch,-104.247512,40.311128,,5107,Digitized,0.01,99999
100744,DEITRICH DITCH 3,Ditch,-104.502283,39.279966,,5107,Spotted from section lines,0.01,99999
100745,DRY CREEK STOCK WATER,Other,-104.541321,39.347645,,5107,Spotted from quarters,0.01,99999
100746,EGELHOFF GROVE DITCH,Ditch,-104.439154,39.619164,,5107,Spotted from quarters,0.01,99999
100747,EHLER DITCH,Ditch,-104.474969,39.378714,,5107,GPS,0.01,99999
100749,FRENCH WASTE WATER DITCH,Ditch,-104.546276,40.429625,,5107,GPS,0.01,99999
100750,FUQUA PUMPING SYSTEM,Pump,-104.508724,40.449499,,5107,GPS,0.01,99999
100751,GALETON DRAIN DITCH,Ditch,-104.588963,40.502465,,5107,Spotted from section lines,0.01,99999
100752,GALLUP TILE,Other,-104.646811,40.560868,,5107,GPS,0.01,99999
100753,REYNOLDS PUMP PLANT,Pump,-104.616464,39.35781,,5107,Spotted from section lines,0.01,99999
100755,GRIFFIN PUMPING PLANT,Ditch,-104.862182,40.895691,,5107,GPS,0.01,99999
100756,KOCH PUMP,Pump,-104.587703,39.335942,,5107,Spotted from section lines,0.01,99999
100757,HAYDEN DITCH 1,Ditch,-104.466183,39.119962,,5107,GPS,0.01,99999
100758,HAYDEN DITCH 2,Ditch,-104.463558,39.119788,,5107,GPS,0.01,99999
100759,HEAGNEY IRR SYS,Ditch,-103.489794,39.868324,,5107,Spotted from quarters,0.01,99999
100760,HECKMAN DIVERSION 1,Ditch,-104.677414,40.571245,,5107,GPS,0.01,99999
100761,HELZER WASTE DITCH,Ditch,-104.620832,40.500822,,5107,GPS,0.01,99999
100762,LONE TREE CR/LAZY D,Spring,-104.857443,40.891172,,5107,GPS,0.01,99999
100763,HIGHLINE DITCH 4,Ditch,-104.315801,40.233356,,5107,Spotted from quarters,0.01,99999
100764,HIGHLINE DITCH 1,Ditch,-104.318145,40.235159,,5107,Spotted from quarters,0.01,99999
100765,HIGHLINE DITCH 2,Ditch,-104.318145,40.235159,,5107,Spotted from quarters,0.01,99999
100766,HIGHLINE DITCH 5,Ditch,-104.313461,40.233361,,5107,Spotted from quarters,0.01,99999
100767,HIGHLINE DITCH 6,Ditch,-104.308784,40.238774,,5107,Spotted from quarters,0.01,99999
100768,SHEELEY DITCH,Ditch,-104.477599,40.076687,,5107,Spotted from section lines,0.01,99999
100769,ROBERTS STOCK WATER DIVR,Ditch,-103.821343,40.291178,,5107,Spotted from quarters,0.01,99999
100770,INLET D TO GREASEWOOD R,Ditch,-104.347875,40.59526,,5107,GPS,0.01,99999
100771,JIM CREEK DITCH,Ditch,-104.584666,40.101791,,5107,GPS,0.01,99999
100772,JOHNSON EDWARD DR SYS D,Ditch,-103.460933,40.397646,,5107,Digitized,0.01,99999
100773,KAUFFMAN  DITCH & PONDS,Ditch,-104.394283,40.088511,,5107,Spotted from quarters,0.01,99999
100774,KAUFFMAN DIV STRUCTURE 1,Ditch,-104.436465,40.123074,,5107,Spotted from quarters,0.01,99999
100775,KENT KUCERA IRR SYSTEM,Other,-104.45917,39.129437,,5107,GPS,0.01,99999
100776,CARPENTER BIJOU CR PUMP,Pump,-103.871125,40.284041,,5107,Digitized,0.01,99999
100778,KREPS WILLOW CREEK DITCH,Ditch,-104.589253,40.50607,,5107,Spotted from section lines,0.01,99999
100782,LEACH RES OVERFLOW DITCH,Ditch,-104.487881,39.305093,,5107,Spotted from section lines,0.01,99999
100783,LITTLEFIELD SPREADER D,Ditch,-103.770722,40.540553,,5107,GPS,0.01,99999
100785,ALLES SEEPAGE SYS,Reservoir,-104.49157,40.493752,,5107,GPS,0.01,99999
100786,BICKLING PL SUMP,Well,-104.639862,40.49213,,5107,Spotted from section lines,0.01,99999
100787,BRONSON DITCH,Ditch,-104.570666,40.45779,,5107,Spotted from quarters,0.01,99999
100790,ELL TRIANGLE DITCH,Ditch,-104.312226,39.826292,,5107,Spotted from quarters,0.01,99999
100792,FERGUSON DITCH,Ditch,-104.523582,40.389259,,5107,Spotted from section lines,0.01,99999
100793,FLANIGAN PUMP & PL,Pipeline,-104.579312,40.096305,,5107,Spotted from section lines,0.01,99999
100794,FOSS SUMP/DRAIN LINE SYS,Well,-104.508022,40.464838,,5107,GPS,0.01,99999
100795,HARMON WASTE DITCH,Ditch,-104.659374,40.6042,,5107,Spotted from quarters,0.01,99999
100796,IDYL WEISS DITCH,Ditch,-104.604195,39.41245,,5107,Spotted from section lines,0.01,99999
100797,WENDLING DITCH HGT 2,Ditch,-104.468652,39.343589,,5107,GPS,0.01,99999
100798,LEFFORAGE STOCK DITCH,Ditch,-104.112393,40.343153,,5107,Spotted from section lines,0.01,99999
100800,LONE TREE CR/SLATER,Other,-104.883782,40.898859,,5107,GPS,0.01,99999
100801,LONE TREE CR/DEPORTER,Other,-104.82573,40.856878,,5107,GPS,0.01,99999
100802,LONE TREE CR/STUHR,Other,-104.86912,40.898744,,5107,GPS,0.01,99999
100803,LUNDOCK DRAINAGE SYS,Pump,-104.042072,40.37252,,5107,Digitized,0.01,99999
100804,M H DITCH 3,Ditch,-103.995742,39.393081,,5107,GPS,0.01,99999
100805,MAGNUSON FLOOD DIVR A,Ditch,-104.316608,40.716615,,5107,GPS,0.01,99999
100806,MAGNUSON FLOOD DIVR B,Ditch,-104.316938,40.718082,,5107,Spotted from quarters,0.01,99999
100810,MCKELVEY SEEP DITCH,Ditch,-104.6221,40.552483,,5107,GPS,0.01,99999
100812,MILLAGE RES DITCH,Ditch,-104.540954,40.435541,,5107,GPS,0.01,99999
100813,MIMMACK DITCH,Ditch,-104.657512,40.528693,,5107,GPS,0.01,99999
100814,LONE TREE CR/MOORE,Other,-104.870663,40.899196,,5107,GPS,0.01,99999
100816,N SIDE LTL UNAMED PTDV,Ditch,-104.615394,40.498299,,5107,GPS,0.01,99999
100817,N SIDE LTL WILLOW C PTDV,Ditch,-104.589317,40.504772,,5107,Spotted from section lines,0.01,99999
100818,NEW SAND CREEK LAT DITCH,Ditch,-104.652031,40.453713,,5107,Digitized,0.01,99999
100820,NILE DITCH (UPPER),Ditch,-104.101959,39.931101,,5107,Digitized,0.01,99999
100821,NORTH SIDE LATERAL DITCH,Ditch,-104.639797,40.489982,,5107,Digitized,0.01,99999
100824,P STATION 1 PLUMBUSH,Well,-103.577329,39.85738,,5107,Spotted from quarters,0.01,99999
100826,PETERSON DITCH 1,Ditch,-103.559177,40.389339,,5107,GPS,0.01,99999
100827,PLUSS KAUFFMAN DIVR 1,Ditch,-104.379721,40.117607,,5107,Spotted from quarters,0.01,99999
100828,PLUSS KAUFFMAN DIVR 2,Ditch,-104.384513,40.108564,,5107,Spotted from quarters,0.01,99999
100829,PREWITT INLET CANAL,Ditch,-103.478322,40.379763,,5107,Digitized,0.01,99999
100830,REININGER PUMPING PLANT,Pump,-104.461186,39.445216,,5107,Spotted from quarters,0.01,99999
100831,ROSENER DITCHES,Ditch,-103.877077,40.051613,,5107,Spotted from quarters,0.01,99999
100832,ROTH PUMPING PLANT,Pump,-104.596495,40.461694,,5107,GPS,0.01,99999
100835,SEVEN CROSS D-MAPELLI F,Ditch,-104.327113,40.684498,,5107,GPS,0.01,99999
100836,SPWCP SOUTH PLATTE RIVER INTAKE,Pump,-104.600606,40.423519,,5107,Spotted from quarters,0.01,99999
100837,SIDWELL SUMP 4,Ditch,-104.809204,40.800592,,5107,Spotted from quarters,0.01,99999
100838,SIMPSON CREEK R OUTLET,Ditch,-104.516381,40.977246,,5107,GPS,0.01,99999
100839,TODD BEAN/SELECT ENERGY PUMP & RESERVOIR,Reservoir,-104.597508,40.422454,,5107,Digitized,0.01,99999
100840,SIDES R OUTLET DITCH,Ditch,-104.387603,40.810342,,5107,GPS,0.01,99999
100841,SPRING CREEK DITCH 1,Ditch,-104.878411,40.829641,,5107,Spotted from quarters,0.01,99999
100842,STEVENS DIVR STRUCTURE 1,Ditch,-104.585229,40.03243,,5107,GPS,0.01,99999
100843,TETSEL CLOVERLEAF DIVR,Ditch,-103.481326,40.38028,,5107,Digitized,0.01,99999
100844,W S STRATTON DITCH 1,Ditch,-103.255399,40.281429,,5107,Spotted from section lines,0.01,99999
100846,WARNER SLOUGH,Other,-104.19264,40.294083,,5107,Spotted from quarters,0.01,99999
100847,SPWCP RIVERSIDE INTAKE,Pump,-104.468972,40.379692,,5107,Spotted from section lines,0.01,99999
100848,WEBSTER LAND SUMP 1,Well,-104.629729,40.597579,,5107,GPS,0.01,99999
100849,WIDMAIER SEEPAGE DITCH,Ditch,-104.705808,40.597168,,5107,GPS,0.01,99999
100853,RANGEVIEW EAST WTR SYS,Ditch,-104.539316,39.564903,,5107,Spotted from section lines,0.01,99999
100859,SCOTT DITCH,Ditch,-104.542521,40.325954,,5107,Spotted from quarters,0.01,99999
100860,SWANSON DITCH,Ditch,-104.199705,39.80344,,5107,Spotted from quarters,0.01,99999
100862,COMANCHE DITCH,Ditch,-104.294652,39.913661,,5107,Spotted from quarters,0.01,99999
100866,BARLOW PIT M-1974-092,Well,-103.765457,40.264412,,5107,Digitized,0.01,99999
100869,HUNTINGTON SLOUGH DIVERSION,Ditch,-104.007515,40.362526,,5107,Spotted from section lines,0.01,99999
100870,SCHULTZ SEEP DITCH,Ditch,-103.611116,40.34121,,5107,Spotted from section lines,0.01,99999
100872,NEW CACHE GALETON DRAW DIVERSION,Ditch,-104.589112,40.504218,,5107,Digitized,0.01,99999
100873,NEW CACHE OWL CREEK DIVERSION,Ditch,-104.545945,40.468309,,5107,GPS,0.01,99999
100876,CROLL ROWE PUMPING PLANT 1,Ditch,-104.494303,40.478572,,5107,Spotted from section lines,0.01,99999
100877,CROLL ROWE PUMPING PLANT 2,Ditch,-104.502132,40.471655,,5107,Spotted from section lines,0.01,99999
100879,FAITH TABERNACLE PUMP,Pump,-104.540502,40.399719,,5107,Per Decree,0.01,99999
100890,TOMKEY SUMP PUMP,Pump,-103.926032,40.324808,,5107,GPS,0.01,99999
100897,EMERALD DIVERSION 1,Ditch,-104.616155,39.934924,,5107,Per Decree,0.01,99999
100901,WIGGINS FARMS EAST PUMP STATION,Pump,-104.016572,40.353637,,5107,Spotted from section lines,0.01,99999
100902,OWL CREEK DITCH,Ditch,-104.624246,40.595127,,5107,Spotted from section lines,0.01,99999
100906,DUKE DITCH,Ditch,-104.586104,39.331133,,5107,Spotted from section lines,0.01,99999
100907,SMITH DITCH,Ditch,-104.58374,40.334544,,5107,Spotted from section lines,0.01,99999
100933,SAMPSON DITCH 1,Ditch,-104.58649,40.045967,,5107,Spotted from quarters,0.01,99999
100934,SAMPSON DITCH 2,Ditch,-104.572606,40.05316,,5107,Spotted from quarters,0.01,99999
100935,WHITTEN DIVERSION,Ditch,-104.514794,40.440119,,5107,GPS,0.01,99999
100936,JACKSON DAY SEEP,Seep,-104.229428,40.309871,,5107,Spotted from quarters,0.01,99999
101322,CARTER SPRING #1,Spring,-104.106697,39.221864,,5107,GPS,0.01,99999
101323,CARTER SPRING #2,Spring,-104.111197,39.225107,,5107,GPS,0.01,99999
101324,CARTER SPRING #3,Spring,-104.112074,39.22449,,5107,Spotted from quarters,0.01,99999
101325,CARTER SPRING #4,Spring,-104.115169,39.226209,,5107,GPS,0.01,99999
101326,CARTER SPRING #5,Spring,-104.116753,39.228276,,5107,GPS,0.01,99999
101327,CARTER SPRING #6,Spring,-104.116879,39.228412,,5107,GPS,0.01,99999
101328,CARTER SPRING #7,Spring,-104.123718,39.21884,,5107,GPS,0.01,99999
101329,17 NW DRAW,Other,-103.896221,40.313125,,5107,Spotted from section lines,0.01,99999
101330,17 CENTRAL DRAW,Other,-103.897641,40.305891,,5107,Spotted from section lines,0.01,99999
101331,17 SE DRAW,Other,-103.888378,40.303383,,5107,Spotted from section lines,0.01,99999
101332,WEINS DRAW,Other,-103.903571,40.303718,,5107,Spotted from section lines,0.01,99999
101333,21 NW  DRAW,Other,-103.884146,40.300892,,5107,Spotted from section lines,0.01,99999
101334,CARTER SPRING #8,Spring,-104.123735,39.218721,,5107,Spotted from section lines,0.01,99999
101335,CARTER SPRING #9,Spring,-104.125989,39.221587,,5107,GPS,0.01,99999
101336,CARTER SPRING #10,Spring,-104.124564,39.226208,,5107,GPS,0.01,99999
101337,CARTER SPRING #11,Spring,-104.125471,39.224807,,5107,Spotted from section lines,0.01,99999
101338,CARTER SPRING #12,Spring,-104.125566,39.225747,,5107,GPS,0.01,99999
101403,FEENEY SPRING,Spring,-104.551717,39.664181,,5107,GPS,0.01,99999
101404,HERBST SPRG,Spring,-104.487046,39.324442,,5107,GPS,0.01,99999
101405,MERRITT RANCH SPRING,Spring,-104.515323,40.707198,,5107,GPS,0.01,99999
101406,HABAKKUK SPRING,Spring,-104.537324,39.085116,,5107,Spotted from quarters,0.01,99999
101500,APPLEMAN SPRING 1,Spring,-104.499806,39.371135,,5107,Spotted from quarters,0.01,99999
101501,APPLEMAN SPRING 2,Spring,-104.498832,39.371746,,5107,GPS,0.01,99999
101502,BEAR GULCH SPRING 1,Spring,-104.575153,39.789259,,5107,Spotted from quarters,0.01,99999
101503,BRINKWORTH SPRING 1,Spring,-104.584682,39.258106,,5107,GPS,0.01,99999
101504,BRINKWORTH SPRING 2,Spring,-104.583486,39.258552,,5107,GPS,0.01,99999
101505,BRINKWORTH SPRING 3,Spring,-104.584108,39.25914,,5107,GPS,0.01,99999
101506,FUCHS SPRING 1,Spring,-104.442772,39.190371,,5107,Spotted from section lines,0.01,99999
101507,FUCHS SPRING 2,Spring,-104.441728,39.191218,,5107,Spotted from section lines,0.01,99999
101508,GRIMM SPRING 1,Spring,-104.466263,39.570109,,5107,Spotted from quarters,0.01,99999
