WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
1851,Summit Creek-CODWR,A1947,Summit Creek,Uknown,Fresh,,
1852,Sundance Creek-CODWR,A1948,Sundance Creek,Uknown,Fresh,,
1853,Sunnyside Creek-CODWR,A1949,Sunnyside Creek,Uknown,Fresh,,
1854,Sunshine Canyon Creek-CODWR,A1950,Sunshine Canyon Creek,Uknown,Fresh,,
1855,Supply Creek-CODWR,A1951,Supply Creek,Uknown,Fresh,,
1856,Surface Creek-CODWR,A1952,Surface Creek,Uknown,Fresh,,
1857,Sutton Creek-CODWR,A1953,Sutton Creek,Uknown,Fresh,,
1858,Swamp Creek-CODWR,A1954,Swamp Creek,Uknown,Fresh,,
1859,Swan River-CODWR,A1955,Swan River,Uknown,Fresh,,
1860,Swayzee Creek-CODWR,A1956,Swayzee Creek,Uknown,Fresh,,
1861,Swede Creek-CODWR,A1957,Swede Creek,Uknown,Fresh,,
1862,Swede Gulch (AKA Anderso-CODWR,A1958,Swede Gulch (AKA Anderso,Uknown,Fresh,,
1863,Sweetwater Creek-CODWR,A1959,Sweetwater Creek,Uknown,Fresh,,
1864,Swidinski Creek-CODWR,A1960,Swidinski Creek,Uknown,Fresh,,
1865,Swift Creek-CODWR,A1961,Swift Creek,Uknown,Fresh,,
1866,SYDNEY DRAW-CODWR,A1962,SYDNEY DRAW,Uknown,Fresh,,
1867,Tabeguache Creek-CODWR,A1963,Tabeguache Creek,Uknown,Fresh,,
1868,Tahosa Creek-CODWR,A1964,Tahosa Creek,Uknown,Fresh,,
1869,Talamantes Creek-CODWR,A1965,Talamantes Creek,Uknown,Fresh,,
1870,Tallahassee Creek-CODWR,A1966,Tallahassee Creek,Uknown,Fresh,,
1871,Tallman Gulch-CODWR,A1967,Tallman Gulch,Uknown,Fresh,,
1872,Talmadge Creek-CODWR,A1968,Talmadge Creek,Uknown,Fresh,,
1873,Tanglewood Creek-CODWR,A1969,Tanglewood Creek,Uknown,Fresh,,
1874,Tank Seven Creek-CODWR,A1970,Tank Seven Creek,Uknown,Fresh,,
1875,Tanner Canyon-CODWR,A1971,Tanner Canyon,Uknown,Fresh,,
1876,Tap Draw-CODWR,A1972,Tap Draw,Uknown,Fresh,,
1877,Tarryall Creek-CODWR,A1973,Tarryall Creek,Uknown,Fresh,,
1878,Tate Creek-CODWR,A1974,Tate Creek,Uknown,Fresh,,
1879,Taylor Canyon Creek-CODWR,A1975,Taylor Canyon Creek,Uknown,Fresh,,
1880,Taylor Creek-CODWR,A1976,Taylor Creek,Uknown,Fresh,,
1881,Taylor Gulch-CODWR,A1977,Taylor Gulch,Uknown,Fresh,,
1882,Taylor River-CODWR,A1978,Taylor River,Uknown,Fresh,,
1883,Tejana Creek-CODWR,A1979,Tejana Creek,Uknown,Fresh,,
1884,Temple Gulch-CODWR,A1980,Temple Gulch,Uknown,Fresh,,
1885,Tenmile Creek-CODWR,A1981,Tenmile Creek,Uknown,Fresh,,
1886,Tennessee Creek-CODWR,A1982,Tennessee Creek,Uknown,Fresh,,
1887,Tent Creek-CODWR,A1983,Tent Creek,Uknown,Fresh,,
1888,Tepee Creek-CODWR,A1984,Tepee Creek,Uknown,Fresh,,
1889,Tepee Draw-CODWR,A1985,Tepee Draw,Uknown,Fresh,,
1890,Terror Creek-CODWR,A1986,Terror Creek,Uknown,Fresh,,
1891,Tewksberry Creek-CODWR,A1987,Tewksberry Creek,Uknown,Fresh,,
1892,Texas Creek-CODWR,A1988,Texas Creek,Uknown,Fresh,,
1893,Third Creek-CODWR,A1989,Third Creek,Uknown,Fresh,,
1894,Thirteenmile Creek-CODWR,A1990,Thirteenmile Creek,Uknown,Fresh,,
1895,Thirtyone Mile Creek-CODWR,A1991,Thirtyone Mile Creek,Uknown,Fresh,,
1896,Thomas Creek-CODWR,A1992,Thomas Creek,Uknown,Fresh,,
1897,Thompson Arroyo-CODWR,A1993,Thompson Arroyo,Uknown,Fresh,,
1898,Thompson Creek-CODWR,A1994,Thompson Creek,Uknown,Fresh,,
1899,Thompson Ditch Draw-CODWR,A1995,Thompson Ditch Draw,Uknown,Fresh,,
1900,Thompson Draw-CODWR,A1996,Thompson Draw,Uknown,Fresh,,
1901,Thornburgh Gulch-CODWR,A1997,Thornburgh Gulch,Uknown,Fresh,,
1902,Thornton Gulch-CODWR,A1998,Thornton Gulch,Uknown,Fresh,,
1903,Three Elk Creek-CODWR,A1999,Three Elk Creek,Uknown,Fresh,,
1904,Threemile Creek-CODWR,A2000,Threemile Creek,Uknown,Fresh,,
1905,Tiffany Draw-CODWR,A2001,Tiffany Draw,Uknown,Fresh,,
1906,Timber Creek-CODWR,A2002,Timber Creek,Uknown,Fresh,,
1907,Timber Gulch-CODWR,A2003,Timber Gulch,Uknown,Fresh,,
1908,Timberlake Creek-CODWR,A2004,Timberlake Creek,Uknown,Fresh,,
1909,Timpas Creek-CODWR,A2005,Timpas Creek,Uknown,Fresh,,
1910,Tobin Creek-CODWR,A2006,Tobin Creek,Uknown,Fresh,,
1911,Todd Creek-CODWR,A2007,Todd Creek,Uknown,Fresh,,
1912,Toll Gate Creek-CODWR,A2008,Toll Gate Creek,Uknown,Fresh,,
1913,Tom Branch-CODWR,A2009,Tom Branch,Uknown,Fresh,,
1914,Tomasa Creek-CODWR,A2010,Tomasa Creek,Uknown,Fresh,,
1915,Tomichi Creek-CODWR,A2011,Tomichi Creek,Uknown,Fresh,,
1916,Tommy Dodson Canyon-CODWR,A2012,Tommy Dodson Canyon,Uknown,Fresh,,
1917,Toms Canyon-CODWR,A2013,Toms Canyon,Uknown,Fresh,,
1918,Tonahutu Creek-CODWR,A2014,Tonahutu Creek,Uknown,Fresh,,
1919,Toner Creek-CODWR,A2015,Toner Creek,Uknown,Fresh,,
1920,Tongue Creek-CODWR,A2016,Tongue Creek,Uknown,Fresh,,
1921,Toponas Creek-CODWR,A2017,Toponas Creek,Uknown,Fresh,,
1922,Torcido Creek-CODWR,A2018,Torcido Creek,Uknown,Fresh,,
1923,Torso Creek-CODWR,A2019,Torso Creek,Uknown,Fresh,,
1924,Tow Creek-CODWR,A2020,Tow Creek,Uknown,Fresh,,
1925,Tracy Canyon-CODWR,A2021,Tracy Canyon,Uknown,Fresh,,
1926,Traer Creek-CODWR,A2022,Traer Creek,Uknown,Fresh,,
1927,Trail Canon Creek-CODWR,A2023,Trail Canon Creek,Uknown,Fresh,,
1928,Trail Canyon-CODWR,A2024,Trail Canyon,Uknown,Fresh,,
1929,Trail Canyon Wash-CODWR,A2025,Trail Canyon Wash,Uknown,Fresh,,
1930,Trail Creek-CODWR,A2026,Trail Creek,Uknown,Fresh,,
1931,Trail Gulch-CODWR,A2027,Trail Gulch,Uknown,Fresh,,
1932,Trail Gulch Creek-CODWR,A2028,Trail Gulch Creek,Uknown,Fresh,,
1933,Trap Creek-CODWR,A2029,Trap Creek,Uknown,Fresh,,
1934,Travis Creek-CODWR,A2030,Travis Creek,Uknown,Fresh,,
1935,Treasure Creek-CODWR,A2031,Treasure Creek,Uknown,Fresh,,
1936,Trementina Creek (AKA Al-CODWR,A2032,Trementina Creek (AKA Al,Uknown,Fresh,,
1937,Trinchera Creek-CODWR,A2033,Trinchera Creek,Uknown,Fresh,,
1938,TRINIDAD SANDSTONE-CODWR,A2034,TRINIDAD SANDSTONE,Uknown,Fresh,,
1939,Trollop Creek-CODWR,A2035,Trollop Creek,Uknown,Fresh,,
1940,Troublesome Creek-CODWR,A2036,Troublesome Creek,Uknown,Fresh,,
1941,Trough Creek-CODWR,A2037,Trough Creek,Uknown,Fresh,,
1942,Trout Creek-CODWR,A2038,Trout Creek,Uknown,Fresh,,
1943,True Creek-CODWR,A2039,True Creek,Uknown,Fresh,,
1944,Truesdell Creek-CODWR,A2040,Truesdell Creek,Uknown,Fresh,,
1945,Trujillo Creek-CODWR,A2041,Trujillo Creek,Uknown,Fresh,,
1946,Trull Creek-CODWR,A2042,Trull Creek,Uknown,Fresh,,
1947,Trumble Draw-CODWR,A2043,Trumble Draw,Uknown,Fresh,,
1948,Tschuddi Gulch-CODWR,A2044,Tschuddi Gulch,Uknown,Fresh,,
1949,Tumble Creek-CODWR,A2045,Tumble Creek,Uknown,Fresh,,
1950,Tunnel Gulch-CODWR,A2046,Tunnel Gulch,Uknown,Fresh,,
1951,Turkey Creek-CODWR,A2047,Turkey Creek,Uknown,Fresh,,
1952,Turkey Gulch Creek-CODWR,A2048,Turkey Gulch Creek,Uknown,Fresh,,
1953,Turner Creek-CODWR,A2049,Turner Creek,Uknown,Fresh,,
1954,Turners Creek-CODWR,A2050,Turners Creek,Uknown,Fresh,,
1955,Turret Creek-CODWR,A2051,Turret Creek,Uknown,Fresh,,
1956,Tuttle Creek-CODWR,A2052,Tuttle Creek,Uknown,Fresh,,
1957,Twelvemile Creek-CODWR,A2053,Twelvemile Creek,Uknown,Fresh,,
1958,Twelvemile Gulch-CODWR,A2054,Twelvemile Gulch,Uknown,Fresh,,
1959,Twentyeight Hole Wash-CODWR,A2055,Twentyeight Hole Wash,Uknown,Fresh,,
1960,Twentytwo Slough-CODWR,A2056,Twentytwo Slough,Uknown,Fresh,,
1961,Twin Cabin Gulch-CODWR,A2057,Twin Cabin Gulch,Uknown,Fresh,,
1962,Twin Creek-CODWR,A2058,Twin Creek,Uknown,Fresh,,
1963,Twin Wash-CODWR,A2059,Twin Wash,Uknown,Fresh,,
1964,Two Butte Creek-CODWR,A2060,Two Butte Creek,Uknown,Fresh,,
1965,Two Elk Creek-CODWR,A2061,Two Elk Creek,Uknown,Fresh,,
1966,Two Mile Creek-CODWR,A2062,Two Mile Creek,Uknown,Fresh,,
1967,Two Springs Gulch-CODWR,A2063,Two Springs Gulch,Uknown,Fresh,,
1968,Twobit Gulch-CODWR,A2064,Twobit Gulch,Uknown,Fresh,,
1969,Twomile Creek-CODWR,A2065,Twomile Creek,Uknown,Fresh,,
1970,Uncompahgre River-CODWR,A2066,Uncompahgre River,Uknown,Fresh,,
1971,UNCONFINED SAN LUIS VALL-CODWR,A2067,UNCONFINED SAN LUIS VALL,Uknown,Fresh,,
1972,UPPER ARAPAHOE-CODWR,A2068,UPPER ARAPAHOE,Uknown,Fresh,,
1973,UPPER BLACK SQUIRREL CRE-CODWR,A2069,UPPER BLACK SQUIRREL CRE,Uknown,Fresh,,
1974,UPPER CROW CREEK-CODWR,A2070,UPPER CROW CREEK,Uknown,Fresh,,
1975,UPPER DAWSON-CODWR,A2071,UPPER DAWSON,Uknown,Fresh,,
1976,UPPER PIERRE-CODWR,A2072,UPPER PIERRE,Uknown,Fresh,,
1977,Urraca Creek-CODWR,A2073,Urraca Creek,Uknown,Fresh,,
1978,Ute Bill Creek-CODWR,A2074,Ute Bill Creek,Uknown,Fresh,,
1979,Ute Creek-CODWR,A2075,Ute Creek,Uknown,Fresh,,
1980,Valdez Creek-CODWR,A2076,Valdez Creek,Uknown,Fresh,,
1981,Vallecito Creek-CODWR,A2077,Vallecito Creek,Uknown,Fresh,,
1982,Vallejo Arroya-CODWR,A2078,Vallejo Arroya,Uknown,Fresh,,
1983,Vallejos Creek-CODWR,A2079,Vallejos Creek,Uknown,Fresh,,
1984,Van Bibber Creek-CODWR,A2080,Van Bibber Creek,Uknown,Fresh,,
1985,Van Bremer Arroyo-CODWR,A2081,Van Bremer Arroyo,Uknown,Fresh,,
1986,Van Tassel Gulch-CODWR,A2082,Van Tassel Gulch,Uknown,Fresh,,
1987,Vance Creek-CODWR,A2083,Vance Creek,Uknown,Fresh,,
1988,Vasquez Creek-CODWR,A2084,Vasquez Creek,Uknown,Fresh,,
1989,Vaughn Creek-CODWR,A2085,Vaughn Creek,Uknown,Fresh,,
1990,Veatch Gulch-CODWR,A2086,Veatch Gulch,Uknown,Fresh,,
1991,Vega Creek-CODWR,A2087,Vega Creek,Uknown,Fresh,,
1992,Venable Creek-CODWR,A2088,Venable Creek,Uknown,Fresh,,
1993,Vendett Gulch Creek-CODWR,A2089,Vendett Gulch Creek,Uknown,Fresh,,
1994,Ventero Creek-CODWR,A2090,Ventero Creek,Uknown,Fresh,,
1995,Veo Creek-CODWR,A2091,Veo Creek,Uknown,Fresh,,
1996,Vermillion Creek-CODWR,A2092,Vermillion Creek,Uknown,Fresh,,
1997,Villareal Canyon-CODWR,A2093,Villareal Canyon,Uknown,Fresh,,
1998,Waddle Creek-CODWR,A2094,Waddle Creek,Uknown,Fresh,,
1999,Wagon Creek-CODWR,A2095,Wagon Creek,Uknown,Fresh,,
2000,Wagon Tongue Gulch-CODWR,A2096,Wagon Tongue Gulch,Uknown,Fresh,,
2001,Wagonwheel Creek-CODWR,A2097,Wagonwheel Creek,Uknown,Fresh,,
2002,Wahatoya Creek-CODWR,A2098,Wahatoya Creek,Uknown,Fresh,,
2003,Walden Hollow Creek-CODWR,A2099,Walden Hollow Creek,Uknown,Fresh,,
2004,Wallace Creek-CODWR,A2100,Wallace Creek,Uknown,Fresh,,
2005,Wallace Gulch-CODWR,A2101,Wallace Gulch,Uknown,Fresh,,
2006,Walnut Creek-CODWR,A2102,Walnut Creek,Uknown,Fresh,,
2007,Walton Creek-CODWR,A2103,Walton Creek,Uknown,Fresh,,
2008,Wannamaker Creek-CODWR,A2104,Wannamaker Creek,Uknown,Fresh,,
2009,Ward Creek-CODWR,A2105,Ward Creek,Uknown,Fresh,,
2010,Warren Creek-CODWR,A2106,Warren Creek,Uknown,Fresh,,
2011,Warren Gulch-CODWR,A2107,Warren Gulch,Uknown,Fresh,,
2012,Warren Gulch Creek-CODWR,A2108,Warren Gulch Creek,Uknown,Fresh,,
2013,Washington Gulch-CODWR,A2109,Washington Gulch,Uknown,Fresh,,
2014,Washout Gulch-CODWR,A2110,Washout Gulch,Uknown,Fresh,,
2015,Waste Creek-CODWR,A2111,Waste Creek,Uknown,Fresh,,
2016,Waterbury Creek-CODWR,A2112,Waterbury Creek,Uknown,Fresh,,
2017,Watering Trough Gulch-CODWR,A2113,Watering Trough Gulch,Uknown,Fresh,,
2018,Watson Creek-CODWR,A2114,Watson Creek,Uknown,Fresh,,
2019,Waverly Drainage Ditch-CODWR,A2115,Waverly Drainage Ditch,Uknown,Fresh,,
2020,Ways Gulch-CODWR,A2116,Ways Gulch,Uknown,Fresh,,
2021,Weaver Creek-CODWR,A2117,Weaver Creek,Uknown,Fresh,,
2022,Weber Canyon-CODWR,A2118,Weber Canyon,Uknown,Fresh,,
2023,Weir Gulch-CODWR,A2119,Weir Gulch,Uknown,Fresh,,
2024,Weminuche Creek-CODWR,A2120,Weminuche Creek,Uknown,Fresh,,
2025,Werner Arroyo-CODWR,A2121,Werner Arroyo,Uknown,Fresh,,
2026,West Alder Creek-CODWR,A2122,West Alder Creek,Uknown,Fresh,,
2027,West Beaver Creek-CODWR,A2123,West Beaver Creek,Uknown,Fresh,,
2028,West Bellows Creek-CODWR,A2124,West Bellows Creek,Uknown,Fresh,,
2029,West Bijou Creek-CODWR,A2125,West Bijou Creek,Uknown,Fresh,,
2030,West Branch Cottonwood C-CODWR,A2126,West Branch Cottonwood C,Uknown,Fresh,,
2031,West Branch Laramie Rive-CODWR,A2127,West Branch Laramie Rive,Uknown,Fresh,,
2032,West Carrizo Creek-CODWR,A2128,West Carrizo Creek,Uknown,Fresh,,
2033,West Cherry Creek-CODWR,A2129,West Cherry Creek,Uknown,Fresh,,
2034,West Chicago Creek-CODWR,A2130,West Chicago Creek,Uknown,Fresh,,
2035,West Clay Creek-CODWR,A2131,West Clay Creek,Uknown,Fresh,,
2036,West Coal Creek-CODWR,A2132,West Coal Creek,Uknown,Fresh,,
2037,West Coulter Creek-CODWR,A2133,West Coulter Creek,Uknown,Fresh,,
2038,West Creek-CODWR,A2134,West Creek,Uknown,Fresh,,
2039,West Divide Creek-CODWR,A2135,West Divide Creek,Uknown,Fresh,,
2040,West Dolores River-CODWR,A2136,West Dolores River,Uknown,Fresh,,
2041,West Douglas Creek-CODWR,A2137,West Douglas Creek,Uknown,Fresh,,
2042,West Elk Creek-CODWR,A2138,West Elk Creek,Uknown,Fresh,,
2043,West Evacuation Creek-CODWR,A2139,West Evacuation Creek,Uknown,Fresh,,
2044,West Fish Creek-CODWR,A2140,West Fish Creek,Uknown,Fresh,,
2045,West Fork Clear Creek-CODWR,A2141,West Fork Clear Creek,Uknown,Fresh,,
2046,West Fork Encampment Riv-CODWR,A2142,West Fork Encampment Riv,Uknown,Fresh,,
2047,West Fork Fawn Creek-CODWR,A2143,West Fork Fawn Creek,Uknown,Fresh,,
2048,West Fork North Fork Elk-CODWR,A2144,West Fork North Fork Elk,Uknown,Fresh,,
2049,West Fork Pass Creek-CODWR,A2145,West Fork Pass Creek,Uknown,Fresh,,
2050,West Fork Pinos Creek-CODWR,A2146,West Fork Pinos Creek,Uknown,Fresh,,
2051,West Fork San Francisco -CODWR,A2147,West Fork San Francisco ,Uknown,Fresh,,
2052,West Fork San Juan River-CODWR,A2148,West Fork San Juan River,Uknown,Fresh,,
2053,West Fork Stewart Gulch-CODWR,A2149,West Fork Stewart Gulch,Uknown,Fresh,,
2054,West Fork Whiskey Creek-CODWR,A2150,West Fork Whiskey Creek,Uknown,Fresh,,
2055,West Fourmile Creek-CODWR,A2151,West Fourmile Creek,Uknown,Fresh,,
2056,West Hunter Creek-CODWR,A2152,West Hunter Creek,Uknown,Fresh,,
2057,West Kiowa Creek-CODWR,A2153,West Kiowa Creek,Uknown,Fresh,,
2058,West Mamm Creek-CODWR,A2154,West Mamm Creek,Uknown,Fresh,,
2059,West Mancos River-CODWR,A2155,West Mancos River,Uknown,Fresh,,
2060,West Marvine Creek-CODWR,A2156,West Marvine Creek,Uknown,Fresh,,
2061,West Miller Creek-CODWR,A2157,West Miller Creek,Uknown,Fresh,,
2062,West Monument Creek-CODWR,A2158,West Monument Creek,Uknown,Fresh,,
2063,West Paradox Creek-CODWR,A2159,West Paradox Creek,Uknown,Fresh,,
2064,West Pass Creek-CODWR,A2160,West Pass Creek,Uknown,Fresh,,
2065,West Plum Creek-CODWR,A2161,West Plum Creek,Uknown,Fresh,,
2066,West Prong South Fork Sl-CODWR,A2162,West Prong South Fork Sl,Uknown,Fresh,,
2067,West Resort Creek-CODWR,A2163,West Resort Creek,Uknown,Fresh,,
2068,West Rifle Creek-CODWR,A2164,West Rifle Creek,Uknown,Fresh,,
2069,West Roatcap Creek-CODWR,A2165,West Roatcap Creek,Uknown,Fresh,,
2070,West Salt Creek-CODWR,A2166,West Salt Creek,Uknown,Fresh,,
2071,West Squirrel Creek-CODWR,A2167,West Squirrel Creek,Uknown,Fresh,,
2072,West Tenmile Creek-CODWR,A2168,West Tenmile Creek,Uknown,Fresh,,
2073,West Tennessee Creek-CODWR,A2169,West Tennessee Creek,Uknown,Fresh,,
2074,West Timberlake Creek-CODWR,A2170,West Timberlake Creek,Uknown,Fresh,,
2075,West Toll Gate Creek-CODWR,A2171,West Toll Gate Creek,Uknown,Fresh,,
2076,West Ute Creek-CODWR,A2172,West Ute Creek,Uknown,Fresh,,
2077,West Willow Creek-CODWR,A2173,West Willow Creek,Uknown,Fresh,,
2078,Westerly Creek-CODWR,A2174,Westerly Creek,Uknown,Fresh,,
2079,Wet Gulch Creek-CODWR,A2175,Wet Gulch Creek,Uknown,Fresh,,
2080,Whalen Creek-CODWR,A2176,Whalen Creek,Uknown,Fresh,,
2081,Wheeler Creek-CODWR,A2177,Wheeler Creek,Uknown,Fresh,,
2082,Whetstone Creek-CODWR,A2178,Whetstone Creek,Uknown,Fresh,,
2083,Whipple Creek-CODWR,A2179,Whipple Creek,Uknown,Fresh,,
2084,Whiskey Creek-CODWR,A2180,Whiskey Creek,Uknown,Fresh,,
2085,White Creek-CODWR,A2181,White Creek,Uknown,Fresh,,
2086,White River-CODWR,A2182,White River,Uknown,Fresh,,
2087,Whitewater Creek-CODWR,A2183,Whitewater Creek,Uknown,Fresh,,
2088,Whitney Creek-CODWR,A2184,Whitney Creek,Uknown,Fresh,,
2089,Wigwam Creek-CODWR,A2185,Wigwam Creek,Uknown,Fresh,,
2090,Wild Cherry Creek-CODWR,A2186,Wild Cherry Creek,Uknown,Fresh,,
2091,Wild Horse Creek-CODWR,A2187,Wild Horse Creek,Uknown,Fresh,,
2092,Wildcat Canyon-CODWR,A2188,Wildcat Canyon,Uknown,Fresh,,
2093,Wildcat Creek-CODWR,A2189,Wildcat Creek,Uknown,Fresh,,
2094,Wildcat Gulch-CODWR,A2190,Wildcat Gulch,Uknown,Fresh,,
2095,Wildhack Creek-CODWR,A2191,Wildhack Creek,Uknown,Fresh,,
2096,Wiley Drainage Ditch-CODWR,A2192,Wiley Drainage Ditch,Uknown,Fresh,,
2097,Wiley Gulch-CODWR,A2193,Wiley Gulch,Uknown,Fresh,,
2098,Wilkins Creek-CODWR,A2194,Wilkins Creek,Uknown,Fresh,,
2099,Willey Creek-CODWR,A2195,Willey Creek,Uknown,Fresh,,
2100,Williams Creek-CODWR,A2196,Williams Creek,Uknown,Fresh,,
2101,Williams Fork-CODWR,A2197,Williams Fork,Uknown,Fresh,,
2102,Willis Creek-CODWR,A2198,Willis Creek,Uknown,Fresh,,
2103,Willis Gulch-CODWR,A2199,Willis Gulch,Uknown,Fresh,,
2104,Willow Creek-CODWR,A2200,Willow Creek,Uknown,Fresh,,
2105,Willow Gulch-CODWR,A2201,Willow Gulch,Uknown,Fresh,,
2106,Willow Spring Creek-CODWR,A2202,Willow Spring Creek,Uknown,Fresh,,
2107,Wilmer Gulch-CODWR,A2203,Wilmer Gulch,Uknown,Fresh,,
2108,Wilson Creek-CODWR,A2204,Wilson Creek,Uknown,Fresh,,
2109,Wilson Draw-CODWR,A2205,Wilson Draw,Uknown,Fresh,,
2110,Wilson Gulch-CODWR,A2206,Wilson Gulch,Uknown,Fresh,,
2111,Wind River-CODWR,A2207,Wind River,Uknown,Fresh,,
2112,Windmill Creek-CODWR,A2208,Windmill Creek,Uknown,Fresh,,
2113,Wisp Creek-CODWR,A2209,Wisp Creek,Uknown,Fresh,,
2114,Witter Gulch-CODWR,A2210,Witter Gulch,Uknown,Fresh,,
2115,Wolf Creek-CODWR,A2211,Wolf Creek,Uknown,Fresh,,
2116,Wolverine Creek-CODWR,A2212,Wolverine Creek,Uknown,Fresh,,
2117,Woman Creek-CODWR,A2213,Woman Creek,Uknown,Fresh,,
2118,Wommer Creek-CODWR,A2214,Wommer Creek,Uknown,Fresh,,
2119,Wommer Draw-CODWR,A2215,Wommer Draw,Uknown,Fresh,,
2120,Woodchopper Creek-CODWR,A2216,Woodchopper Creek,Uknown,Fresh,,
2121,Woodchuck Creek-CODWR,A2217,Woodchuck Creek,Uknown,Fresh,,
2122,Woodfern Creek-CODWR,A2218,Woodfern Creek,Uknown,Fresh,,
2123,Woodland Creek-CODWR,A2219,Woodland Creek,Uknown,Fresh,,
2124,Woods Creek-CODWR,A2220,Woods Creek,Uknown,Fresh,,
2125,Woody Creek-CODWR,A2221,Woody Creek,Uknown,Fresh,,
2126,Workman Creek-CODWR,A2222,Workman Creek,Uknown,Fresh,,
2127,Worth Creek-CODWR,A2223,Worth Creek,Uknown,Fresh,,
2128,Wray Gulch-CODWR,A2224,Wray Gulch,Uknown,Fresh,,
2129,Yampa River-CODWR,A2225,Yampa River,Uknown,Fresh,,
2130,Yank Creek-CODWR,A2226,Yank Creek,Uknown,Fresh,,
2131,Yankee Creek-CODWR,A2227,Yankee Creek,Uknown,Fresh,,
2132,Yarmony Creek-CODWR,A2228,Yarmony Creek,Uknown,Fresh,,
2133,Yellow Creek-CODWR,A2229,Yellow Creek,Uknown,Fresh,,
2134,Yellow Jacket Canyon-CODWR,A2230,Yellow Jacket Canyon,Uknown,Fresh,,
2135,Yellowjacket Creek-CODWR,A2231,Yellowjacket Creek,Uknown,Fresh,,
2136,Yellowstone Creek (AKA P-CODWR,A2232,Yellowstone Creek (AKA P,Uknown,Fresh,,
2137,Yerby Draw-CODWR,A2233,Yerby Draw,Uknown,Fresh,,
2138,Yoast Creek-CODWR,A2234,Yoast Creek,Uknown,Fresh,,
2139,Yockum Creek-CODWR,A2235,Yockum Creek,Uknown,Fresh,,
2140,Yoder Creek-CODWR,A2236,Yoder Creek,Uknown,Fresh,,
2141,Young America Creek-CODWR,A2237,Young America Creek,Uknown,Fresh,,
2142,Youngs Creek-CODWR,A2238,Youngs Creek,Uknown,Fresh,,
2143,Yule Creek-CODWR,A2239,Yule Creek,Uknown,Fresh,,
2144,Zenobia Creek-CODWR,A2240,Zenobia Creek,Uknown,Fresh,,
2145,Uknown-CODWR,Uknown,Uknown,Uknown,Uknown,,
