WaterSourceID,WaterSourceUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,Geometry,GNISFeatureNameCV
1184,Middle Muddy Creek-CODWR,A1280,Middle Muddy Creek,Uknown,Fresh,,
1185,Middle Rifle Creek-CODWR,A1281,Middle Rifle Creek,Uknown,Fresh,,
1186,Middle Rush Creek-CODWR,A1282,Middle Rush Creek,Uknown,Fresh,,
1187,Middle Saint Vrain Creek-CODWR,A1283,Middle Saint Vrain Creek,Uknown,Fresh,,
1188,Middle Stewart Creek-CODWR,A1284,Middle Stewart Creek,Uknown,Fresh,,
1189,Middle Taylor Creek-CODWR,A1285,Middle Taylor Creek,Uknown,Fresh,,
1190,Middle Zapata Creek-CODWR,A1286,Middle Zapata Creek,Uknown,Fresh,,
1191,Middlemist Creek-CODWR,A1287,Middlemist Creek,Uknown,Fresh,,
1192,Middleton Creek-CODWR,A1288,Middleton Creek,Uknown,Fresh,,
1193,Mile Creek-CODWR,A1289,Mile Creek,Uknown,Fresh,,
1194,Milk Creek-CODWR,A1290,Milk Creek,Uknown,Fresh,,
1195,Mill Creek-CODWR,A1291,Mill Creek,Uknown,Fresh,,
1196,Miller Canyon-CODWR,A1292,Miller Canyon,Uknown,Fresh,,
1197,Miller Creek-CODWR,A1293,Miller Creek,Uknown,Fresh,,
1198,Miller Draw-CODWR,A1294,Miller Draw,Uknown,Fresh,,
1199,Miller Fork-CODWR,A1295,Miller Fork,Uknown,Fresh,,
1200,Miller Gulch-CODWR,A1296,Miller Gulch,Uknown,Fresh,,
1201,Millers Gulch-CODWR,A1297,Millers Gulch,Uknown,Fresh,,
1202,Milner Spring Creek-CODWR,A1298,Milner Spring Creek,Uknown,Fresh,,
1203,Milsap Creek-CODWR,A1299,Milsap Creek,Uknown,Fresh,,
1204,Mineral Creek-CODWR,A1300,Mineral Creek,Uknown,Fresh,,
1205,Miners Creek-CODWR,A1301,Miners Creek,Uknown,Fresh,,
1206,Miners Draw-CODWR,A1302,Miners Draw,Uknown,Fresh,,
1207,Miners Gulch-CODWR,A1303,Miners Gulch,Uknown,Fresh,,
1208,Minnesota Creek-CODWR,A1304,Minnesota Creek,Uknown,Fresh,,
1209,Minnie Gulch-CODWR,A1305,Minnie Gulch,Uknown,Fresh,,
1210,Mirror Creek-CODWR,A1306,Mirror Creek,Uknown,Fresh,,
1211,Missoo Creek-CODWR,A1307,Missoo Creek,Uknown,Fresh,,
1212,Missouri Creek-CODWR,A1308,Missouri Creek,Uknown,Fresh,,
1213,Mitchell Creek-CODWR,A1309,Mitchell Creek,Uknown,Fresh,,
1214,Mitchell Gulch-CODWR,A1310,Mitchell Gulch,Uknown,Fresh,,
1215,Moeller Creek-CODWR,A1311,Moeller Creek,Uknown,Fresh,,
1216,Monson Gulch-CODWR,A1312,Monson Gulch,Uknown,Fresh,,
1217,Montezuma Creek-CODWR,A1313,Montezuma Creek,Uknown,Fresh,,
1218,Montgomery Creek-CODWR,A1314,Montgomery Creek,Uknown,Fresh,,
1219,Montrose Arroyo-CODWR,A1315,Montrose Arroyo,Uknown,Fresh,,
1220,Monument Creek-CODWR,A1316,Monument Creek,Uknown,Fresh,,
1221,Monument Gulch-CODWR,A1317,Monument Gulch,Uknown,Fresh,,
1222,Moody Creek-CODWR,A1318,Moody Creek,Uknown,Fresh,,
1223,Moore Park Creek-CODWR,A1319,Moore Park Creek,Uknown,Fresh,,
1224,Moose Creek-CODWR,A1320,Moose Creek,Uknown,Fresh,,
1225,Morapos Creek-CODWR,A1321,Morapos Creek,Uknown,Fresh,,
1226,Morgan Creek-CODWR,A1322,Morgan Creek,Uknown,Fresh,,
1227,Morris Creek-CODWR,A1323,Morris Creek,Uknown,Fresh,,
1228,Morris Gulch-CODWR,A1324,Morris Gulch,Uknown,Fresh,,
1229,Morrison Creek-CODWR,A1325,Morrison Creek,Uknown,Fresh,,
1230,Mosca Creek-CODWR,A1326,Mosca Creek,Uknown,Fresh,,
1231,Mosquito Creek-CODWR,A1327,Mosquito Creek,Uknown,Fresh,,
1232,Mossman Pole Patch Creek-CODWR,A1328,Mossman Pole Patch Creek,Uknown,Fresh,,
1233,Mount Vernon Creek-CODWR,A1329,Mount Vernon Creek,Uknown,Fresh,,
1234,Muckawanago Creek-CODWR,A1330,Muckawanago Creek,Uknown,Fresh,,
1235,Mud Creek-CODWR,A1331,Mud Creek,Uknown,Fresh,,
1236,Mud Spring Gulch-CODWR,A1332,Mud Spring Gulch,Uknown,Fresh,,
1237,Mud Springs Draw-CODWR,A1333,Mud Springs Draw,Uknown,Fresh,,
1238,Muddy Creek-CODWR,A1334,Muddy Creek,Uknown,Fresh,,
1239,Mule Creek-CODWR,A1335,Mule Creek,Uknown,Fresh,,
1240,Muller Creek-CODWR,A1336,Muller Creek,Uknown,Fresh,,
1241,Mumford Gulch-CODWR,A1337,Mumford Gulch,Uknown,Fresh,,
1242,Munson Draw-CODWR,A1338,Munson Draw,Uknown,Fresh,,
1243,Murphy Creek-CODWR,A1339,Murphy Creek,Uknown,Fresh,,
1244,Murray Creek-CODWR,A1340,Murray Creek,Uknown,Fresh,,
1245,Music Pass Creek-CODWR,A1341,Music Pass Creek,Uknown,Fresh,,
1246,Mustang Creek-CODWR,A1342,Mustang Creek,Uknown,Fresh,,
1247,My Valley Creek-CODWR,A1343,My Valley Creek,Uknown,Fresh,,
1248,Myers Gulch-CODWR,A1344,Myers Gulch,Uknown,Fresh,,
1249,Narraguinnep Canyon-CODWR,A1345,Narraguinnep Canyon,Uknown,Fresh,,
1250,Naturita Creek-CODWR,A1346,Naturita Creek,Uknown,Fresh,,
1251,Navajo River-CODWR,A1347,Navajo River,Uknown,Fresh,,
1252,Navajo Wash-CODWR,A1348,Navajo Wash,Uknown,Fresh,,
1253,Needle Creek-CODWR,A1349,Needle Creek,Uknown,Fresh,,
1254,Nelson Creek-CODWR,A1350,Nelson Creek,Uknown,Fresh,,
1255,Neota Creek-CODWR,A1351,Neota Creek,Uknown,Fresh,,
1256,Nettle Creek-CODWR,A1352,Nettle Creek,Uknown,Fresh,,
1257,New York Gulch-CODWR,A1353,New York Gulch,Uknown,Fresh,,
1258,Newcomb Creek-CODWR,A1354,Newcomb Creek,Uknown,Fresh,,
1259,Newlin Creek-CODWR,A1355,Newlin Creek,Uknown,Fresh,,
1260,Nieland Creek-CODWR,A1356,Nieland Creek,Uknown,Fresh,,
1261,Nine Mile Draw-CODWR,A1357,Nine Mile Draw,Uknown,Fresh,,
1262,Ninegar Creek-CODWR,A1358,Ninegar Creek,Uknown,Fresh,,
1263,Ninemile Creek-CODWR,A1359,Ninemile Creek,Uknown,Fresh,,
1264,No Name Creek-CODWR,A1360,No Name Creek,Uknown,Fresh,,
1265,Norris Creek-CODWR,A1361,Norris Creek,Uknown,Fresh,,
1266,North Abeyta Creek-CODWR,A1362,North Abeyta Creek,Uknown,Fresh,,
1267,North Alvarado Creek-CODWR,A1363,North Alvarado Creek,Uknown,Fresh,,
1268,North Apache Creek-CODWR,A1364,North Apache Creek,Uknown,Fresh,,
1269,North Beaver Brook-CODWR,A1365,North Beaver Brook,Uknown,Fresh,,
1270,North Beaver Creek-CODWR,A1366,North Beaver Creek,Uknown,Fresh,,
1271,North Boulder Creek-CODWR,A1367,North Boulder Creek,Uknown,Fresh,,
1272,North Brush Creek-CODWR,A1368,North Brush Creek,Uknown,Fresh,,
1273,North Canyon-CODWR,A1369,North Canyon,Uknown,Fresh,,
1274,North Carrizo Creek-CODWR,A1370,North Carrizo Creek,Uknown,Fresh,,
1275,North Catamount Creek-CODWR,A1371,North Catamount Creek,Uknown,Fresh,,
1276,North Cheyenne Creek-CODWR,A1372,North Cheyenne Creek,Uknown,Fresh,,
1277,North Clear Creek-CODWR,A1373,North Clear Creek,Uknown,Fresh,,
1278,North Colony Creek-CODWR,A1374,North Colony Creek,Uknown,Fresh,,
1279,North Cottonwood Creek-CODWR,A1375,North Cottonwood Creek,Uknown,Fresh,,
1280,North Creek-CODWR,A1376,North Creek,Uknown,Fresh,,
1281,North Crestone Creek-CODWR,A1377,North Crestone Creek,Uknown,Fresh,,
1282,North Draw-CODWR,A1378,North Draw,Uknown,Fresh,,
1283,North East Creek-CODWR,A1379,North East Creek,Uknown,Fresh,,
1284,North Elk Creek-CODWR,A1380,North Elk Creek,Uknown,Fresh,,
1285,North Fooses Creek-CODWR,A1381,North Fooses Creek,Uknown,Fresh,,
1286,North Fork Apishapa Rive-CODWR,A1382,North Fork Apishapa Rive,Uknown,Fresh,,
1287,North Fork Big Thompson -CODWR,A1383,North Fork Big Thompson ,Uknown,Fresh,,
1288,North Fork Busk Creek-CODWR,A1384,North Fork Busk Creek,Uknown,Fresh,,
1289,North Fork Cache La Poud-CODWR,A1385,North Fork Cache La Poud,Uknown,Fresh,,
1290,North Fork Canadian Rive-CODWR,A1386,North Fork Canadian Rive,Uknown,Fresh,,
1291,North Fork Cedar Creek-CODWR,A1387,North Fork Cedar Creek,Uknown,Fresh,,
1292,North Fork Cimarron Rive-CODWR,A1388,North Fork Cimarron Rive,Uknown,Fresh,,
1293,North Fork Conejos River-CODWR,A1389,North Fork Conejos River,Uknown,Fresh,,
1294,North Fork Deer Creek-CODWR,A1390,North Fork Deer Creek,Uknown,Fresh,,
1295,North Fork Elk Creek-CODWR,A1391,North Fork Elk Creek,Uknown,Fresh,,
1296,North Fork Elkhead Creek-CODWR,A1392,North Fork Elkhead Creek,Uknown,Fresh,,
1297,North Fork Fish Creek-CODWR,A1393,North Fork Fish Creek,Uknown,Fresh,,
1298,North Fork Fortification-CODWR,A1394,North Fork Fortification,Uknown,Fresh,,
1299,North Fork Gunnison Rive-CODWR,A1395,North Fork Gunnison Rive,Uknown,Fresh,,
1300,North Fork Horse Creek-CODWR,A1396,North Fork Horse Creek,Uknown,Fresh,,
1301,North Fork Joe Wright Cr-CODWR,A1397,North Fork Joe Wright Cr,Uknown,Fresh,,
1302,North Fork Kannah Creek-CODWR,A1398,North Fork Kannah Creek,Uknown,Fresh,,
1303,North Fork Lake Creek-CODWR,A1399,North Fork Lake Creek,Uknown,Fresh,,
1304,North Fork Little Beaver-CODWR,A1400,North Fork Little Beaver,Uknown,Fresh,,
1305,North Fork Little Snake -CODWR,A1401,North Fork Little Snake ,Uknown,Fresh,,
1306,North Fork Lost Creek-CODWR,A1402,North Fork Lost Creek,Uknown,Fresh,,
1307,North Fork Mad Creek-CODWR,A1403,North Fork Mad Creek,Uknown,Fresh,,
1308,North Fork Michigan Rive-CODWR,A1404,North Fork Michigan Rive,Uknown,Fresh,,
1309,North Fork Morrison Cree-CODWR,A1405,North Fork Morrison Cree,Uknown,Fresh,,
1310,North Fork Mustang Creek-CODWR,A1406,North Fork Mustang Creek,Uknown,Fresh,,
1311,North Fork North Platte -CODWR,A1407,North Fork North Platte ,Uknown,Fresh,,
1312,North Fork Purgatoire Ri-CODWR,A1408,North Fork Purgatoire Ri,Uknown,Fresh,,
1313,North Fork Republican Ri-CODWR,A1409,North Fork Republican Ri,Uknown,Fresh,,
1314,North Fork Saguache Cree-CODWR,A1410,North Fork Saguache Cree,Uknown,Fresh,,
1315,North Fork Service Creek-CODWR,A1411,North Fork Service Creek,Uknown,Fresh,,
1316,North Fork South Arkansa-CODWR,A1412,North Fork South Arkansa,Uknown,Fresh,,
1317,North Fork South Platte -CODWR,A1413,North Fork South Platte ,Uknown,Fresh,,
1318,North Fork Texas Creek-CODWR,A1414,North Fork Texas Creek,Uknown,Fresh,,
1319,North Fork West Creek-CODWR,A1415,North Fork West Creek,Uknown,Fresh,,
1320,North Fork West Tennesse-CODWR,A1416,North Fork West Tennesse,Uknown,Fresh,,
1321,North Fork White River-CODWR,A1417,North Fork White River,Uknown,Fresh,,
1322,North Gomer Creek-CODWR,A1418,North Gomer Creek,Uknown,Fresh,,
1323,North Halfmoon Creek-CODWR,A1419,North Halfmoon Creek,Uknown,Fresh,,
1324,North Hunt Creek-CODWR,A1420,North Hunt Creek,Uknown,Fresh,,
1325,North Inlet-CODWR,A1421,North Inlet,Uknown,Fresh,,
1326,North Lake Creek-CODWR,A1422,North Lake Creek,Uknown,Fresh,,
1327,North Lobe Creek-CODWR,A1423,North Lobe Creek,Uknown,Fresh,,
1328,North Lone Pine Creek-CODWR,A1424,North Lone Pine Creek,Uknown,Fresh,,
1329,North May Creek-CODWR,A1425,North May Creek,Uknown,Fresh,,
1330,North Monument Creek-CODWR,A1426,North Monument Creek,Uknown,Fresh,,
1331,North Muddy Creek-CODWR,A1427,North Muddy Creek,Uknown,Fresh,,
1332,North Platte River-CODWR,A1428,North Platte River,Uknown,Fresh,,
1333,North Rolling Creek-CODWR,A1429,North Rolling Creek,Uknown,Fresh,,
1334,North Saint Vrain Creek-CODWR,A1430,North Saint Vrain Creek,Uknown,Fresh,,
1335,North Sand Creek-CODWR,A1431,North Sand Creek,Uknown,Fresh,,
1336,North Santa Clara Creek-CODWR,A1432,North Santa Clara Creek,Uknown,Fresh,,
1337,North Tarryall Creek-CODWR,A1433,North Tarryall Creek,Uknown,Fresh,,
1338,North Taylor Creek-CODWR,A1434,North Taylor Creek,Uknown,Fresh,,
1339,North Tenmile Creek-CODWR,A1435,North Tenmile Creek,Uknown,Fresh,,
1340,North Three Island Creek-CODWR,A1436,North Three Island Creek,Uknown,Fresh,,
1341,North Turkey Creek-CODWR,A1437,North Turkey Creek,Uknown,Fresh,,
1342,North Ute Canyon-CODWR,A1438,North Ute Canyon,Uknown,Fresh,,
1343,North Zapata Creek-CODWR,A1439,North Zapata Creek,Uknown,Fresh,,
1344,NORTHERN HIGH PLAINS-CODWR,A1440,NORTHERN HIGH PLAINS,Uknown,Fresh,,
1345,Northrup Gulch-CODWR,A1441,Northrup Gulch,Uknown,Fresh,,
1346,Nott Creek-CODWR,A1442,Nott Creek,Uknown,Fresh,,
1347,Nottingham Gulch-CODWR,A1443,Nottingham Gulch,Uknown,Fresh,,
1348,NS Creek-CODWR,A1444,NS Creek,Uknown,Fresh,,
1349,Nunn Creek-CODWR,A1445,Nunn Creek,Uknown,Fresh,,
1350,O'Neal Creek-CODWR,A1446,O'Neal Creek,Uknown,Fresh,,
1351,O-Wi-Yu-Kuts Creek-CODWR,A1447,O-Wi-Yu-Kuts Creek,Uknown,Fresh,,
1352,Oak Creek-CODWR,A1448,Oak Creek,Uknown,Fresh,,
1353,Oasis Creek-CODWR,A1449,Oasis Creek,Uknown,Fresh,,
1354,OGALLALA-CODWR,A1450,OGALLALA,Uknown,Fresh,,
1355,Ogden Creek-CODWR,A1451,Ogden Creek,Uknown,Fresh,,
1356,Ohio Creek-CODWR,A1452,Ohio Creek,Uknown,Fresh,,
1357,Ohler Gulch-CODWR,A1453,Ohler Gulch,Uknown,Fresh,,
1358,Oil Well Creek-CODWR,A1454,Oil Well Creek,Uknown,Fresh,,
1359,Ojito Creek-CODWR,A1455,Ojito Creek,Uknown,Fresh,,
1360,Old House Creek-CODWR,A1456,Old House Creek,Uknown,Fresh,,
1361,Old Mans Creek-CODWR,A1457,Old Mans Creek,Uknown,Fresh,,
1362,Old Woman Creek-CODWR,A1458,Old Woman Creek,Uknown,Fresh,,
1363,Olive Creek-CODWR,A1459,Olive Creek,Uknown,Fresh,,
1364,Onion Creek-CODWR,A1460,Onion Creek,Uknown,Fresh,,
1365,Ophir Creek-CODWR,A1461,Ophir Creek,Uknown,Fresh,,
1366,Osier Creek-CODWR,A1462,Osier Creek,Uknown,Fresh,,
1367,Oso Creek-CODWR,A1463,Oso Creek,Uknown,Fresh,,
1368,Otter Creek-CODWR,A1464,Otter Creek,Uknown,Fresh,,
1369,Otto Creek-CODWR,A1465,Otto Creek,Uknown,Fresh,,
1370,Ouray Creek-CODWR,A1466,Ouray Creek,Uknown,Fresh,,
1371,Owens Creek-CODWR,A1467,Owens Creek,Uknown,Fresh,,
1372,Owl Creek-CODWR,A1468,Owl Creek,Uknown,Fresh,,
1373,Owl Gulch-CODWR,A1469,Owl Gulch,Uknown,Fresh,,
1374,Owl Roost Creek-CODWR,A1470,Owl Roost Creek,Uknown,Fresh,,
1375,Pagoda Creek-CODWR,A1471,Pagoda Creek,Uknown,Fresh,,
1376,Pagosa Creek-CODWR,A1472,Pagosa Creek,Uknown,Fresh,,
1377,Palo Duro Creek-CODWR,A1473,Palo Duro Creek,Uknown,Fresh,,
1378,Panhandle Creek-CODWR,A1474,Panhandle Creek,Uknown,Fresh,,
1379,Pansy Creek-CODWR,A1475,Pansy Creek,Uknown,Fresh,,
1380,Pantleon Creek-CODWR,A1476,Pantleon Creek,Uknown,Fresh,,
1381,Papoose Canyon Creek-CODWR,A1477,Papoose Canyon Creek,Uknown,Fresh,,
1382,Papoose Creek-CODWR,A1478,Papoose Creek,Uknown,Fresh,,
1383,Parachute Creek-CODWR,A1479,Parachute Creek,Uknown,Fresh,,
1384,Paradox Valley-CODWR,A1480,Paradox Valley,Uknown,Fresh,,
1385,Parasite Creek-CODWR,A1481,Parasite Creek,Uknown,Fresh,,
1386,Park Creek-CODWR,A1482,Park Creek,Uknown,Fresh,,
1387,Park Gulch-CODWR,A1483,Park Gulch,Uknown,Fresh,,
1388,Parkview Creek-CODWR,A1484,Parkview Creek,Uknown,Fresh,,
1389,Parma Drain-CODWR,A1485,Parma Drain,Uknown,Fresh,,
1390,Parmalee Gulch-CODWR,A1486,Parmalee Gulch,Uknown,Fresh,,
1391,Pass Creek-CODWR,A1487,Pass Creek,Uknown,Fresh,,
1392,Patent Creek-CODWR,A1488,Patent Creek,Uknown,Fresh,,
1393,Patterson Creek-CODWR,A1489,Patterson Creek,Uknown,Fresh,,
1394,Patton Arroyo-CODWR,A1490,Patton Arroyo,Uknown,Fresh,,
1395,Pauline Creek-CODWR,A1491,Pauline Creek,Uknown,Fresh,,
1396,Pawnee Creek-CODWR,A1492,Pawnee Creek,Uknown,Fresh,,
1397,Payne Canyon-CODWR,A1493,Payne Canyon,Uknown,Fresh,,
1398,Payne Creek-CODWR,A1494,Payne Creek,Uknown,Fresh,,
1399,Pebble Creek-CODWR,A1495,Pebble Creek,Uknown,Fresh,,
1400,Peck Gulch-CODWR,A1496,Peck Gulch,Uknown,Fresh,,
1401,Peck Homestead Gulch-CODWR,A1497,Peck Homestead Gulch,Uknown,Fresh,,
1402,Pedee Creek-CODWR,A1498,Pedee Creek,Uknown,Fresh,,
1403,Peltier Creek-CODWR,A1499,Peltier Creek,Uknown,Fresh,,
1404,Pennsylvania Creek-CODWR,A1500,Pennsylvania Creek,Uknown,Fresh,,
1405,Perkins Draw-CODWR,A1501,Perkins Draw,Uknown,Fresh,,
1406,Peru Creek-CODWR,A1502,Peru Creek,Uknown,Fresh,,
1407,Pete and Bill Creek-CODWR,A1503,Pete and Bill Creek,Uknown,Fresh,,
1408,Peterson Creek-CODWR,A1504,Peterson Creek,Uknown,Fresh,,
1409,Phillips Canyon-CODWR,A1505,Phillips Canyon,Uknown,Fresh,,
1410,Phillips Creek-CODWR,A1506,Phillips Creek,Uknown,Fresh,,
1411,Piceance Creek-CODWR,A1507,Piceance Creek,Uknown,Fresh,,
1412,Pictou Arroyo-CODWR,A1508,Pictou Arroyo,Uknown,Fresh,,
1413,Picture Canyon-CODWR,A1509,Picture Canyon,Uknown,Fresh,,
1414,Piedra River-CODWR,A1510,Piedra River,Uknown,Fresh,,
1415,Pierce Creek-CODWR,A1511,Pierce Creek,Uknown,Fresh,,
1416,Pine Arroyo-CODWR,A1512,Pine Arroyo,Uknown,Fresh,,
1417,Pine Creek-CODWR,A1513,Pine Creek,Uknown,Fresh,,
1418,Pine Gulch-CODWR,A1514,Pine Gulch,Uknown,Fresh,,
1419,Pine Ridge Gulch-CODWR,A1515,Pine Ridge Gulch,Uknown,Fresh,,
1420,Pine Spring Gulch-CODWR,A1516,Pine Spring Gulch,Uknown,Fresh,,
1421,Piney River-CODWR,A1517,Piney River,Uknown,Fresh,,
1422,Pinkham Creek-CODWR,A1518,Pinkham Creek,Uknown,Fresh,,
1423,Pinon Canon Creek-CODWR,A1519,Pinon Canon Creek,Uknown,Fresh,,
1424,Pinos Creek-CODWR,A1520,Pinos Creek,Uknown,Fresh,,
1425,Pinto Creek-CODWR,A1521,Pinto Creek,Uknown,Fresh,,
1426,Pioneer Creek-CODWR,A1522,Pioneer Creek,Uknown,Fresh,,
1427,Piroth Creek-CODWR,A1523,Piroth Creek,Uknown,Fresh,,
1428,Placer Creek-CODWR,A1524,Placer Creek,Uknown,Fresh,,
1429,Plateau Creek-CODWR,A1525,Plateau Creek,Uknown,Fresh,,
1430,Pleasant Valley Drainage-CODWR,A1526,Pleasant Valley Drainage,Uknown,Fresh,,
1431,Plum Bush Creek-CODWR,A1527,Plum Bush Creek,Uknown,Fresh,,
1432,Plum Creek-CODWR,A1528,Plum Creek,Uknown,Fresh,,
1433,Plum Creek (AKA Willow C-CODWR,A1529,Plum Creek (AKA Willow C,Uknown,Fresh,,
1434,Plummer Creek-CODWR,A1530,Plummer Creek,Uknown,Fresh,,
1435,Plumtaw Creek-CODWR,A1531,Plumtaw Creek,Uknown,Fresh,,
1436,Poison Creek-CODWR,A1532,Poison Creek,Uknown,Fresh,,
1437,Pole Creek-CODWR,A1533,Pole Creek,Uknown,Fresh,,
1438,Pole Gulch-CODWR,A1534,Pole Gulch,Uknown,Fresh,,
1439,Pomeroy Gulch-CODWR,A1535,Pomeroy Gulch,Uknown,Fresh,,
1440,Poncha Creek-CODWR,A1536,Poncha Creek,Uknown,Fresh,,
1441,Pond Creek-CODWR,A1537,Pond Creek,Uknown,Fresh,,
1442,Pony Creek-CODWR,A1538,Pony Creek,Uknown,Fresh,,
1443,Pool Creek-CODWR,A1539,Pool Creek,Uknown,Fresh,,
1444,Poose Creek-CODWR,A1540,Poose Creek,Uknown,Fresh,,
1445,Porcupine Creek-CODWR,A1541,Porcupine Creek,Uknown,Fresh,,
1446,Porphyry Creek-CODWR,A1542,Porphyry Creek,Uknown,Fresh,,
1447,Porteous Creek-CODWR,A1543,Porteous Creek,Uknown,Fresh,,
1448,Porter Creek-CODWR,A1544,Porter Creek,Uknown,Fresh,,
1449,Porter Gulch-CODWR,A1545,Porter Gulch,Uknown,Fresh,,
1450,Posey Creek-CODWR,A1546,Posey Creek,Uknown,Fresh,,
1451,Post Creek-CODWR,A1547,Post Creek,Uknown,Fresh,,
1452,Pot Creek-CODWR,A1548,Pot Creek,Uknown,Fresh,,
1453,Potter Creek-CODWR,A1549,Potter Creek,Uknown,Fresh,,
1454,Poverty Gulch-CODWR,A1550,Poverty Gulch,Uknown,Fresh,,
1455,Powder Wash-CODWR,A1551,Powder Wash,Uknown,Fresh,,
1456,Powderhorn Creek-CODWR,A1552,Powderhorn Creek,Uknown,Fresh,,
1457,Powderhouse Gulch-CODWR,A1553,Powderhouse Gulch,Uknown,Fresh,,
1458,Powell Creek-CODWR,A1554,Powell Creek,Uknown,Fresh,,
1459,Preacher Gulch-CODWR,A1555,Preacher Gulch,Uknown,Fresh,,
1460,Preti Gulch-CODWR,A1556,Preti Gulch,Uknown,Fresh,,
1461,Price Creek-CODWR,A1557,Price Creek,Uknown,Fresh,,
1462,Priest Creek-CODWR,A1558,Priest Creek,Uknown,Fresh,,
1463,Priest Gulch-CODWR,A1559,Priest Gulch,Uknown,Fresh,,
1464,Prince Creek-CODWR,A1560,Prince Creek,Uknown,Fresh,,
1465,Prospect Creek-CODWR,A1561,Prospect Creek,Uknown,Fresh,,
1466,Prosser Creek-CODWR,A1562,Prosser Creek,Uknown,Fresh,,
1467,Pruden Creek-CODWR,A1563,Pruden Creek,Uknown,Fresh,,
1468,Puckett Gulch-CODWR,A1564,Puckett Gulch,Uknown,Fresh,,
1469,Puertesito Creek-CODWR,A1565,Puertesito Creek,Uknown,Fresh,,
1470,Pulver Gulch-CODWR,A1566,Pulver Gulch,Uknown,Fresh,,
1471,Pump Canyon-CODWR,A1567,Pump Canyon,Uknown,Fresh,,
1472,Purgatoire River-CODWR,A1568,Purgatoire River,Uknown,Fresh,,
1473,Purgatory Creek-CODWR,A1569,Purgatory Creek,Uknown,Fresh,,
1474,Purington Draw-CODWR,A1570,Purington Draw,Uknown,Fresh,,
1475,Putt Creek-CODWR,A1571,Putt Creek,Uknown,Fresh,,
1476,Pyeatt Gulch-CODWR,A1572,Pyeatt Gulch,Uknown,Fresh,,
1477,Pyramid Creek-CODWR,A1573,Pyramid Creek,Uknown,Fresh,,
1478,Quaker Creek-CODWR,A1574,Quaker Creek,Uknown,Fresh,,
1479,Quaking Asp Creek-CODWR,A1575,Quaking Asp Creek,Uknown,Fresh,,
1480,Quartz Creek-CODWR,A1576,Quartz Creek,Uknown,Fresh,,
1481,Quartzite Creek-CODWR,A1577,Quartzite Creek,Uknown,Fresh,,
1482,Quartzville Creek-CODWR,A1578,Quartzville Creek,Uknown,Fresh,,
1483,QUATERNARY ALLUVIUM-CODWR,A1579,QUATERNARY ALLUVIUM,Uknown,Fresh,,
1484,Quayle Creek-CODWR,A1580,Quayle Creek,Uknown,Fresh,,
1485,Quinn Creek-CODWR,A1581,Quinn Creek,Uknown,Fresh,,
1486,Rabbit Creek-CODWR,A1582,Rabbit Creek,Uknown,Fresh,,
1487,Rainbow Creek-CODWR,A1583,Rainbow Creek,Uknown,Fresh,,
1488,Ralston Creek-CODWR,A1584,Ralston Creek,Uknown,Fresh,,
1489,Ramsey Draw-CODWR,A1585,Ramsey Draw,Uknown,Fresh,,
1490,Ramsey Gulch-CODWR,A1586,Ramsey Gulch,Uknown,Fresh,,
1491,Ranch Creek-CODWR,A1587,Ranch Creek,Uknown,Fresh,,
1492,Ranger Creek-CODWR,A1588,Ranger Creek,Uknown,Fresh,,
1493,Rankin Gulch-CODWR,A1589,Rankin Gulch,Uknown,Fresh,,
1494,Rapid Creek-CODWR,A1590,Rapid Creek,Uknown,Fresh,,
1495,Rasberry Creek-CODWR,A1591,Rasberry Creek,Uknown,Fresh,,
1496,Raspberry Creek-CODWR,A1592,Raspberry Creek,Uknown,Fresh,,
1497,Raspberry Creek (AKA Spr-CODWR,A1593,Raspberry Creek (AKA Spr,Uknown,Fresh,,
1498,Raspberry Gulch-CODWR,A1594,Raspberry Gulch,Uknown,Fresh,,
1499,Raspberry Gulch Creek-CODWR,A1595,Raspberry Gulch Creek,Uknown,Fresh,,
1500,Rat Creek-CODWR,A1596,Rat Creek,Uknown,Fresh,,
1501,Raton Creek-CODWR,A1597,Raton Creek,Uknown,Fresh,,
1502,Rauh Arroya-CODWR,A1598,Rauh Arroya,Uknown,Fresh,,
1503,Rawah Creek-CODWR,A1599,Rawah Creek,Uknown,Fresh,,
1504,Rawhide Creek-CODWR,A1600,Rawhide Creek,Uknown,Fresh,,
1505,Razor Creek-CODWR,A1601,Razor Creek,Uknown,Fresh,,
1506,Red Canyon-CODWR,A1602,Red Canyon,Uknown,Fresh,,
1507,Red Canyon Creek-CODWR,A1603,Red Canyon Creek,Uknown,Fresh,,
1508,Red Creek-CODWR,A1604,Red Creek,Uknown,Fresh,,
1509,Red Dirt Creek-CODWR,A1605,Red Dirt Creek,Uknown,Fresh,,
1510,Red Jacket Gulch-CODWR,A1606,Red Jacket Gulch,Uknown,Fresh,,
1511,Red Mountain Creek-CODWR,A1607,Red Mountain Creek,Uknown,Fresh,,
1512,Red Rock Canyon-CODWR,A1608,Red Rock Canyon,Uknown,Fresh,,
1513,Red Wash-CODWR,A1609,Red Wash,Uknown,Fresh,,
1514,Redman Creek-CODWR,A1610,Redman Creek,Uknown,Fresh,,
1515,Redstone Creek-CODWR,A1611,Redstone Creek,Uknown,Fresh,,
1516,Reed Creek-CODWR,A1612,Reed Creek,Uknown,Fresh,,
1517,Reed Wash-CODWR,A1613,Reed Wash,Uknown,Fresh,,
